# concept<TAB>relations<TAB>other_category<TAB>boundary_pattern<TAB>directly authored text
# 001-025 조류·포유류와 비행 형질
날개뼈유사와분류	boundary,classification,part_of	-	insufficient_feature	날개뼈유사와분류는 상동 구조와 같은 범주를 뜻하지 않는다. 새와 박쥐 앞다리에 비슷한 뼈가 있어도 날개 표면과 진화 계통은 서로 다르다.
비행흔적과동물분류	boundary,classification,state	-	measurement_representation	비행흔적과동물분류를 혼동하면 영상 속 움직이는 점만 보고 종을 정하게 된다. 궤적은 행동 기록일 뿐 몸 구조나 계통을 직접 보여 주지 않는다.
둥지짓기와조류판정	boundary,classification,attribute	-	insufficient_feature	둥지짓기와조류판정은 동일하지 않다. 물고기와 곤충 중에도 알이나 새끼를 보호할 구조를 만드는 종이 있어 둥지는 새만의 표지가 아니다.
노래소리와새분류	boundary,classification,contrast	-	insufficient_feature	노래소리와새분류를 연결하려면 소리의 발생 주체를 확인해야 한다. 개구리와 곤충도 반복적인 구애음을 내지만 조류로 분류되지는 않는다.
철새이동과조류범주	boundary,classification,process	-	insufficient_feature	철새이동과조류범주는 범위가 다르다. 이동하지 않는 텃새도 조류이고, 계절에 따라 먼 거리를 옮기는 순록과 나비는 새가 아니다.
깃털상실과조류정체성	boundary,classification,state	-	state_identity	깃털상실과조류정체성을 분리해야 한다. 질병이나 탈피로 깃털이 빠진 개체는 외형이 달라져도 종과 계통이 바뀌지 않는다.
새모형과실제조류	boundary,classification,contrast	-	representation_referent	새모형과실제조류는 외형이 같아 보여도 존재 방식이 다르다. 깃털 무늬를 정교하게 재현한 장식물은 생명 활동과 번식을 하지 않으므로 동물이 아니다.
# 026-050 수중 생활과 어류·해양포유류
수중생활과어류분류	boundary,classification,contrast	-	insufficient_feature	수중생활과어류분류는 같은 말이 아니다. 고래와 바다거북도 물에서 살지만 각각 포유류와 파충류이므로 서식 환경만으로 어류를 정할 수 없다.
유선형몸과어류판정	boundary,classification,attribute	-	insufficient_feature	유선형몸과어류판정 사이에는 계통 기준이 빠져 있다. 돌고래와 펭귄도 물의 저항을 줄이는 몸매를 가지지만 어류가 아니다.
지느러미와물고기구분	boundary,classification,contrast	-	insufficient_feature	지느러미와물고기구분에서는 구조의 기원을 봐야 한다. 고래의 가슴지느러미는 변형된 앞다리이며 어류의 지느러미와 겉모양만 비슷하다.
아가미호흡과어류범위	boundary,classification,attribute	-	conditional_exception	아가미호흡과어류범위는 완전히 겹치지 않는다. 올챙이와 많은 수생 무척추동물도 아가미로 숨 쉬므로 호흡 기관 하나만으로 어류를 확정할 수 없다.
폐호흡과육상동물	boundary,classification,contrast	-	insufficient_feature	폐호흡과육상동물은 동일한 범주가 아니다. 고래는 평생 바다에 살면서도 수면에서 공기를 마시는 폐를 사용한다.
고래분수와물분사	boundary,process,contrast	-	neighbor_distinction	고래분수와물분사는 겉으로 솟구치는 모습이 닮았지만 원인이 다르다. 고래의 따뜻하고 습한 날숨이 응결한 것이며 머리에서 바닷물을 뿜는 기관은 아니다.
돌고래와상어의경계	boundary,classification,contrast	-	neighbor_distinction	돌고래와상어의경계는 등지느러미 모양보다 호흡과 번식에서 드러난다. 돌고래는 폐로 숨 쉬고 새끼에게 젖을 먹이지만 상어는 연골어류다.
고래상어와고래분류	boundary,classification,contrast	-	neighbor_distinction	고래상어와고래분류는 이름의 공통 부분으로 결정되지 않는다. 고래상어는 매우 큰 상어류이고, 고래는 수유하는 해양 포유류다.
해마와말의분류	boundary,classification,contrast	-	neighbor_distinction	해마와말의분류는 이름과 외형 비유를 구분해야 한다. 해마는 아가미와 지느러미를 지닌 어류이며 육상 포유류인 말의 가까운 종류가 아니다.
불가사리와어류경계	boundary,classification,contrast	-	neighbor_distinction	불가사리와어류경계는 한국어 이름의 ‘물고기’ 느낌과 무관하다. 불가사리는 척추가 없는 극피동물로 물고기의 몸 구조를 갖지 않는다.
해파리와어류구분	boundary,classification,contrast	-	neighbor_distinction	해파리와어류구분에서는 투명한 수중 동물이라는 인상보다 해부 구조를 봐야 한다. 해파리는 척추와 지느러미가 없는 자포동물이다.
오징어와물고기경계	boundary,classification,contrast	-	neighbor_distinction	오징어와물고기경계는 헤엄 능력으로 정할 수 없다. 오징어는 팔과 외투막을 가진 연체동물이고, 척추동물인 어류와 다른 계통이다.
문어팔과척추동물사지	boundary,classification,part_of	-	neighbor_distinction	문어팔과척추동물사지는 물체를 잡는 기능을 공유해도 같은 구조가 아니다. 문어팔에는 뼈가 없고 몸의 배치와 발생 기원이 척추동물 앞다리와 다르다.
새우와물고기분류	boundary,classification,contrast	-	neighbor_distinction	새우와물고기분류를 수산물이라는 상품군으로 묶어서는 안 된다. 새우는 외골격과 관절 다리를 가진 갑각류이며 어류가 아니다.
게의횡보와종분류	boundary,classification,attribute	-	insufficient_feature	게의횡보와종분류는 일대일 기준이 아니다. 옆으로 걷는 행동이 흔해도 모든 게가 같은 방식으로만 움직이는 것은 아니며 행동 하나로 종을 정할 수 없다.
바다뱀과어류판정	boundary,classification,contrast	-	neighbor_distinction	바다뱀과어류판정은 서식지보다 몸의 계통을 따른다. 바다뱀은 폐로 숨 쉬는 파충류라서 물속에 오래 머물러도 물고기가 되지 않는다.
바다거북과육지거북	boundary,classification,contrast	-	neighbor_distinction	바다거북과육지거북은 모두 거북류지만 생활 구조가 다르다. 바다거북의 지느러미형 다리는 수영에 맞고 육지거북의 굵은 다리는 보행에 맞는다.
물범과물고기경계	boundary,classification,contrast	-	neighbor_distinction	물범과물고기경계는 몸의 유선형보다 수유와 호흡에서 확인된다. 물범은 물에서 사냥하지만 육지에서 새끼를 낳는 포유류다.
해달과수달의범위	boundary,classification,contrast	-	neighbor_distinction	해달과수달의범위는 단순한 바다형·민물형 이름 관계가 아니다. 둘은 가까운 족제비과이지만 생태와 형태가 다른 별도 계통으로 나뉜다.
양서류유생과물고기	boundary,classification,state	-	state_identity	양서류유생과물고기는 아가미와 꼬리가 있어도 같은 범주가 아니다. 올챙이는 성장하면 몸 구조가 변하는 양서류의 생활사 단계다.
어류알과개구리알	boundary,classification,contrast	-	neighbor_distinction	어류알과개구리알은 물속 젤 형태의 덩어리라는 모습만으로 구별하기 어렵다. 산란 배열과 배아 발달, 부모 종 정보가 분류의 근거가 된다.
민물생활과담수어	boundary,classification,contrast	-	insufficient_feature	민물생활과담수어는 완전히 같은 범위가 아니다. 수생 곤충·민물새우·양서류도 민물에 살지만 담수어로 분류되지 않는다.
회유행동과어류분류	boundary,classification,process	-	insufficient_feature	회유행동과어류분류를 동일시할 수 없다. 연어 같은 물고기뿐 아니라 고래와 바다거북도 번식이나 먹이를 위해 장거리 이동한다.
산호와식물오인	boundary,classification,contrast	-	neighbor_distinction	산호와식물오인은 고정된 채 가지처럼 자라는 모습에서 생긴다. 산호 군체를 이루는 개체는 촉수로 먹이를 잡는 자포동물이다.
해면과식물경계	boundary,classification,contrast	-	neighbor_distinction	해면과식물경계는 움직임 유무로만 정하지 않는다. 해면은 붙어살지만 물을 여과해 먹이를 얻는 다세포 동물이며 광합성 식물이 아니다.
# 051-075 절지동물과 무척추동물
여섯다리와곤충분류	boundary,classification,attribute	-	necessary_sufficient	여섯다리와곤충분류는 성체의 중요한 기준이지만 모든 생활 단계에 그대로 적용되지 않는다. 다리가 없는 구더기도 성장하면 곤충인 파리가 된다.
여덟다리와거미류	boundary,classification,attribute	-	insufficient_feature	여덟다리와거미류 판정에는 몸 구획과 부속지 구조가 함께 필요하다. 팔이 여덟 개인 문어는 다리가 많아도 연체동물이다.
거미와곤충의경계	boundary,classification,contrast	-	neighbor_distinction	거미와곤충의경계는 작은 육상 절지동물이라는 공통점보다 다리 수와 몸 구획에서 드러난다. 거미는 여덟 다리, 곤충 성체는 여섯 다리를 가진다.
진드기와곤충오인	boundary,classification,contrast	-	neighbor_distinction	진드기와곤충오인을 피하려면 성체 다리와 몸 구조를 확인해야 한다. 진드기는 거미류에 가까운 협각아문 동물이지 곤충이 아니다.
전갈집게와갑각류집게	boundary,classification,contrast	-	neighbor_distinction	전갈집게와갑각류집게는 먹이를 잡는 기능이 비슷해도 같은 분류를 뜻하지 않는다. 전갈은 거미류이고 게와 가재는 갑각류다.
지네와곤충분류	boundary,classification,contrast	-	neighbor_distinction	지네와곤충분류는 많은 다리가 있다는 인상 때문에 섞이기 쉽다. 지네는 몸마디마다 다리 한 쌍이 이어지는 다지류로 여섯 다리 곤충과 다르다.
노래기와지네구분	boundary,classification,contrast	-	neighbor_distinction	노래기와지네구분에서는 몸마디당 다리 수와 먹이 습성을 본다. 노래기는 겉으로 보이는 마디마다 두 쌍이 많고 주로 부식물을 먹는다.
공벌레와곤충경계	boundary,classification,contrast	-	neighbor_distinction	공벌레와곤충경계는 육지 생활만으로 흐려지지 않는다. 공벌레는 여러 쌍의 다리와 아가미 유래 호흡 구조를 가진 갑각류다.
새우와곤충의공통외골격	boundary,classification,attribute	-	insufficient_feature	새우와곤충의공통외골격은 둘을 같은 하위 집단으로 만들지 않는다. 외골격은 절지동물의 넓은 공통 형질이고 더 세부적인 부속지 구조가 분류를 가른다.
나비와나방의경계	boundary,classification,contrast	-	conditional_exception	나비와나방의경계를 낮과 밤 활동만으로 나누면 예외가 많다. 더듬이와 번데기·날개 자세가 도움이 되지만 모든 종에 단일 규칙이 적용되지는 않는다.
벌과파리의날개수	boundary,classification,contrast	-	neighbor_distinction	벌과파리의날개수는 겉보기보다 구조를 세어야 한다. 파리류는 기능하는 날개 한 쌍과 평형곤이 있고 벌은 보통 두 쌍의 막날개를 가진다.
흰개미와개미분류	boundary,classification,contrast	-	neighbor_distinction	흰개미와개미분류는 사회성만으로 합칠 수 없다. 흰개미는 바퀴류에 가깝고 개미는 벌목에 속해 몸통 연결과 생활사가 다르다.
개미여왕과별도종	boundary,classification,role	-	role_category	개미여왕과별도종을 혼동하면 한 군체의 역할 차이를 종 차이로 잘못 읽는다. 여왕과 일개미는 같은 종에서도 번식 역할과 몸 상태가 달라질 수 있다.
일벌과암컷정체성	boundary,classification,role	-	role_category	일벌과암컷정체성은 양립한다. 번식하지 않는 일벌도 대개 암컷이며 ‘일’이라는 사회적 역할이 생물학적 성을 바꾸지 않는다.
수벌과일벌역할	boundary,contrast,role	-	role_category	수벌과일벌역할은 몸집만이 아니라 번식 기능과 군체 업무로 구분된다. 큰 벌이라고 자동으로 수벌이 되는 것은 아니다.
애벌레와성충종동일성	boundary,classification,process	-	state_identity	애벌레와성충종동일성은 외형 차이에도 유지된다. 나비 애벌레와 성충은 서로 다른 동물이 아니라 한 종의 생활사 단계다.
번데기와죽은곤충	boundary,state,process	-	state_identity	번데기와죽은곤충은 움직이지 않는다는 표면 단서만으로 같게 볼 수 없다. 번데기 안에서는 조직 재구성과 대사가 계속된다.
탈피껍질과곤충개체	boundary,part_of,state	-	neighbor_distinction	탈피껍질과곤충개체를 구분해야 빈 껍질을 살아 있는 동물로 세지 않는다. 허물은 성장 뒤 남겨진 외골격이고 개체는 이미 빠져나갔다.
고치와번데기경계	boundary,part_of,state	-	neighbor_distinction	고치와번데기경계는 바깥 보호 구조와 그 안의 발달 단계 차이다. 모든 번데기가 고치를 만들지는 않으며 고치 자체가 곤충의 몸은 아니다.
매미허물과매미분류	boundary,part_of,state	-	neighbor_distinction	매미허물과매미분류에서 허물은 종 판정 단서를 줄 수 있지만 살아 있는 매미와 동일하지 않다. 벗겨진 외골격에는 현재 개체가 없다.
유충다리와곤충판정	boundary,classification,state	-	conditional_exception	유충다리와곤충판정은 성체 기준을 그대로 적용하기 어렵다. 일부 유충의 배다리는 성충의 관절 다리와 기원이 달라 개수만 세면 오분류할 수 있다.
물방개와수생갑충	boundary,classification,is_a	-	neighbor_distinction	물방개와수생갑충의 관계는 물고기와 비슷한 유선형에 좌우되지 않는다. 물방개는 물에 적응한 딱정벌레류 곤충이다.
소금쟁이와수상생활	boundary,classification,attribute	-	insufficient_feature	소금쟁이와수상생활을 보면 물 위에 산다는 사실은 어류 분류 기준이 아니다. 소금쟁이는 표면장력을 이용하는 여섯 다리 곤충이다.
잠자리유충과수중동물	boundary,classification,process	-	state_identity	잠자리유충과수중동물이라는 설명은 맞지만 어류라는 뜻은 아니다. 유충은 물에서 아가미로 살다가 탈피해 공중을 나는 성충이 된다.
하루살이수명과이름	boundary,classification,state	-	representation_referent	하루살이수명과이름을 문자 그대로 동일시하면 유충 기간을 놓친다. 성충기가 짧다는 인상이 강하지만 전체 생활사는 하루보다 길 수 있다.
# 076-100 양서류·파충류와 성장 단계
양서류와파충류의경계	boundary,classification,contrast	-	neighbor_distinction	양서류와파충류의경계는 차갑게 느껴지는 피부만으로 정하지 않는다. 양서류는 촉촉한 피부와 물에 의존하는 발생이 흔하고 파충류는 각질 비늘과 양막란 계통을 가진다.
도롱뇽과도마뱀구분	boundary,classification,contrast	-	neighbor_distinction	도롱뇽과도마뱀구분에서는 몸매보다 피부와 발가락·번식 방식을 본다. 도롱뇽은 양서류이고 도마뱀은 비늘을 가진 파충류다.
무족영원과뱀오인	boundary,classification,contrast	-	neighbor_distinction	무족영원과뱀오인은 길고 다리 없는 몸에서 생긴다. 무족영원은 촉촉한 피부를 지닌 양서류이며 비늘 있는 파충류 뱀과 다르다.
개구리와두꺼비경계	boundary,classification,contrast	-	conditional_exception	개구리와두꺼비경계를 매끈함과 울퉁불퉁함만으로 절대화할 수 없다. 두 이름은 여러 계통과 일상적 형태 구분이 섞여 예외가 있다.
독개구리색과독성판정	boundary,attribute,classification	-	insufficient_feature	독개구리색과독성판정은 밝은 겉색만으로 연결할 수 없다. 경고색을 흉내 내는 무독성 종이 있으며 같은 종도 먹이 구성과 서식 조건이 바뀌면 피부 독성의 정도가 달라질 수 있다.
올챙이꼬리와어류분류	boundary,classification,state	-	state_identity	올챙이꼬리와어류분류를 연결하면 성장 단계를 종 범주로 오인한다. 올챙이는 변태 전 양서류이며 꼬리는 성체가 되며 흡수될 수 있다.
변태와종변경	boundary,classification,process	-	state_identity	변태와종변경은 같은 사건이 아니다. 개구리나 나비가 형태와 생활 방식을 크게 바꿔도 유전적 계통과 종 정체성은 이어진다.
악어와도마뱀분류	boundary,classification,contrast	-	neighbor_distinction	악어와도마뱀분류를 모두 ‘큰 파충류’로 뭉개면 계통 차이가 사라진다. 악어류는 독립된 목이며 조류와 더 가까운 공통 조상을 공유한다.
거북등딱지와외부집	boundary,part_of,contrast	-	part_whole	거북등딱지와외부집은 보호 기능이 비슷해도 구조가 다르다. 등딱지는 갈비뼈와 척추가 결합한 몸의 일부라 달팽이집처럼 벗어날 수 없다.
뱀다리부재와무척추동물	boundary,classification,attribute	-	insufficient_feature	뱀다리부재와무척추동물 분류는 연결되지 않는다. 뱀은 다리가 거의 없어도 척추와 두개골을 갖춘 척추동물이다.
도마뱀꼬리재생과불사	boundary,process,contrast	-	insufficient_feature	도마뱀꼬리재생과불사는 전혀 다른 범위다. 일부 꼬리를 다시 만들 수 있어도 모든 기관을 복원하거나 죽음을 피하는 것은 아니다.
카멜레온변색과배경복사	boundary,state,attribute	-	neighbor_distinction	카멜레온변색과배경복사를 동일시하면 신호와 체온 조절 역할을 놓친다. 카멜레온은 모든 무늬를 사진처럼 그대로 재현하지 않는다.
파충류냉혈과체온부재	boundary,state,attribute	-	neighbor_distinction	파충류냉혈과체온부재는 같은 뜻이 아니다. 파충류에게도 체온은 있으며 외부 열원을 이용해 범위를 행동적으로 조절한다.
겨울잠과죽음상태	boundary,state,process	-	state_identity	겨울잠과죽음상태는 움직임과 체온 저하가 닮아도 생리적으로 다르다. 겨울잠 중 대사와 호흡은 낮은 수준으로 계속되며 다시 깨어날 수 있다.
무정란과죽은배아	boundary,state,classification	-	neighbor_distinction	무정란과죽은배아를 구별해야 부화 실패 원인을 판단할 수 있다. 무정란은 수정 자체가 없고 죽은 배아는 수정 후 발달이 중단된 경우다.
알껍데기와배아정체성	boundary,part_of,contrast	-	part_whole	알껍데기와배아정체성은 전체와 보호 구조의 관계다. 껍데기 조각만 남았다고 그 조각을 새끼 동물로 보지 않으며 배아는 내부에서 따로 발달한다.
독사머리모양과판정	boundary,classification,attribute	-	insufficient_feature	독사머리모양과판정을 삼각형 윤곽 하나에 맡기면 무독성 뱀을 오인한다. 방어 자세로 머리를 넓히는 종도 있어 종별 형질 확인이 필요하다.
뱀색무늬와독성	boundary,classification,attribute	-	insufficient_feature	뱀색무늬와독성은 일대일로 대응하지 않는다. 비슷한 띠무늬를 가진 유독성·무독성 종이 함께 있어 색만으로 만지거나 판단하면 위험하다.
알낳는동물과파충류	boundary,classification,contrast	-	insufficient_feature	알낳는동물과파충류의 범위는 다르다. 새·곤충·어류도 알을 낳고 일부 파충류는 새끼를 낳으므로 산란은 파충류의 충분조건도 보편조건도 아니다.
비늘과파충류판정	boundary,classification,attribute	-	insufficient_feature	비늘과파충류판정은 비늘의 기원을 구분해야 한다. 물고기의 비늘과 나비 날개의 비늘가루는 파충류 각질 비늘과 서로 다른 구조다.
도마뱀붙이흡착과접착제	boundary,function,attribute	-	neighbor_distinction	도마뱀붙이흡착과접착제는 벽에 붙는 결과만 닮았다. 발가락의 미세 털이 표면과 상호작용하는 방식은 끈끈한 물질을 바르는 접착과 다르다.
악어눈물과감정표현	boundary,process,contrast	-	neighbor_distinction	악어눈물과감정표현을 직접 연결할 수 없다. 눈물은 눈을 보호하는 생리 과정이며 사람이 해석하는 슬픔의 증거가 아니다.
거북장수와개체불멸	boundary,comparison,state	-	insufficient_feature	거북장수와개체불멸은 구분해야 한다. 일부 거북이 오래 살아도 질병·포식·노화 위험이 사라지는 것은 아니며 모든 종의 수명도 같지 않다.
양서류피부호흡과폐부재	boundary,attribute,function	-	conditional_exception	양서류피부호흡과폐부재를 같은 뜻으로 보면 안 된다. 많은 성체는 피부와 폐를 함께 사용하고 종과 생활 단계에 따라 호흡 비중이 달라진다.
개구리울음과수컷판정	boundary,role,classification	-	conditional_exception	개구리울음과수컷판정은 흔히 연결되지만 모든 소리의 주체를 자동으로 수컷이라 할 수 없다. 종·상황별 신호와 개체 확인이 필요하다.
# 101-125 수렴·모방·색과 형태의 반례
유선형과공통계통	boundary,classification,attribute	-	insufficient_feature	유선형과공통계통은 같은 증거가 아니다. 상어·돌고래·어룡은 물 저항을 줄이는 비슷한 외형을 독립적으로 얻었지만 서로 다른 계통이다.
가시구조와근연관계	boundary,classification,attribute	-	insufficient_feature	가시구조와근연관계를 직접 연결할 수 없다. 고슴도치·가시두더지·호저는 방어용 가시를 가졌지만 가시의 기원과 계통 위치가 다르다.
갑옷모양과동일분류	boundary,classification,attribute	-	insufficient_feature	갑옷모양과동일분류라는 판단은 갑옷처럼 보인다는 외형만으로 생물학적 구조를 같은 범주에 넣는 오류다. 천산갑은 각질 비늘, 아르마딜로는 골성 판, 거북은 등딱지로 몸을 지키므로 재료와 형성 방식이 서로 다르다.
두더지형몸과근연성	boundary,classification,attribute	-	insufficient_feature	두더지형몸과근연성은 지하 생활의 수렴 결과일 수 있다. 유대류두더지와 진짜 두더지는 굴파기 형태가 닮았어도 먼 계통이다.
개미핥기형주둥이와분류	boundary,classification,function	-	insufficient_feature	개미핥기형주둥이와분류를 하나로 묶으면 천산갑과 땅돼지까지 같은 동물로 오인한다. 비슷한 먹이를 먹어 긴 주둥이와 혀가 독립적으로 발달했다.
검치형송곳니와한계통	boundary,classification,attribute	-	insufficient_feature	검치형송곳니와한계통은 동의어가 아니다. 여러 포유류 계통에서 긴 송곳니가 따로 나타났으므로 형태 유사만으로 같은 속을 정할 수 없다.
활공막과근연분류	boundary,classification,function	-	insufficient_feature	활공막과근연분류를 동일시하면 날다람쥐·슈가글라이더·콜루고의 차이를 놓친다. 공중 이동 기능은 비슷하지만 계통과 막의 구조가 다르다.
전기발생과전기뱀장어류	boundary,classification,function	-	insufficient_feature	전기발생과전기뱀장어류 범주는 같지 않다. 전기메기와 전기가오리도 방전 기관을 독립적으로 지녀 전기를 낸다는 이유만으로 한 분류가 되지 않는다.
발광동물과반딧불이	boundary,classification,function	-	insufficient_feature	발광동물과반딧불이는 상위·하위 범위가 다르다. 심해어와 오징어도 빛을 내며, 생물발광이 곧 곤충 분류를 뜻하지 않는다.
독침과벌분류	boundary,classification,function	-	insufficient_feature	독침과벌분류는 일치하지 않는다. 전갈과 가오리도 독성 가시를 사용하므로 독을 주입하는 구조만으로 벌이라 할 수 없다.
흑백무늬와얼룩말판정	boundary,classification,attribute	-	insufficient_feature	흑백무늬와얼룩말판정 사이에는 몸 구조와 종 정보가 필요하다. 오카피 다리나 사람의 도색 물체도 줄무늬가 있어 색 배열만으로 얼룩말이 되지 않는다.
판다무늬와판다종	boundary,classification,attribute	-	insufficient_feature	판다무늬와판다종을 같게 보면 검은 눈테를 가진 다른 동물이나 장난감까지 판다로 분류하게 된다. 무늬는 단서이지 종의 정의 전체가 아니다.
말벌모방과말벌정체성	boundary,classification,contrast	-	neighbor_distinction	말벌모방과말벌정체성은 다르다. 꽃등에는 노란 검정 무늬로 말벌을 닮지만 파리목의 날개 구조를 가진 무해한 곤충이다.
산호뱀모방과독성	boundary,classification,contrast	-	conditional_exception	산호뱀모방과독성을 색띠 순서 하나로 판정하면 지역별 예외 때문에 틀릴 수 있다. 형태·분포·전문 식별 없이 접촉하지 않는 것이 안전하다.
눈알무늬와실제눈	boundary,part_of,contrast	-	representation_referent	눈알무늬와실제눈은 시각적 유사만 공유한다. 나비 날개의 둥근 무늬는 포식자를 속이는 표지이며 빛을 감지하는 기관이 아니다.
가짜머리무늬와머리기관	boundary,part_of,function	-	representation_referent	가짜머리무늬와머리기관을 구분해야 한다. 일부 곤충 꼬리의 무늬는 공격을 빗나가게 하지만 입·뇌·감각기관이 있는 실제 머리는 반대쪽이다.
낙엽모방과식물분류	boundary,classification,contrast	-	representation_referent	낙엽모방과식물분류는 연결되지 않는다. 잎처럼 생긴 곤충은 위장 형태를 지닌 동물이며 광합성하는 잎이 아니다.
나뭇가지모방과목질	boundary,classification,attribute	-	representation_referent	나뭇가지모방과목질은 별개다. 대벌레의 길고 갈색인 몸은 가지를 닮았지만 목재 조직으로 이루어진 식물 구조가 아니다.
돌모양동물과광물	boundary,classification,state	-	representation_referent	돌모양동물과광물은 움직임이 적다는 이유로 합칠 수 없다. 산호나 따개비는 단단히 붙어 있어도 대사와 번식을 하는 생물이다.
뿔모양과진짜뿔	boundary,part_of,attribute	-	neighbor_distinction	뿔모양과진짜뿔은 외형만으로 정해지지 않는다. 코뿔소의 뿔은 각질 섬유가 뭉친 구조이고 소의 뿔은 뼈 중심과 각질 덮개를 가진다.
사슴뿔과소뿔의경계	boundary,part_of,process	-	neighbor_distinction	사슴뿔과소뿔의경계는 가지 수보다 성장 과정에 있다. 사슴뿔은 뼈로 자라 주기적으로 떨어지지만 소뿔은 보통 뼈 중심을 덮은 채 유지된다.
상아와뿔의구분	boundary,part_of,attribute	-	neighbor_distinction	상아와뿔의구분에서는 재료와 기원을 본다. 코끼리 상아는 길게 자란 치아이고 각질이나 머리뼈 돌기인 뿔과 다르다.
비버꼬리와물고기지느러미	boundary,part_of,function	-	neighbor_distinction	비버꼬리와물고기지느러미는 수영을 돕지만 같은 기관이 아니다. 비버 꼬리는 피부와 뼈를 가진 포유류 꼬리이고 어류 지느러미와 발생 구조가 다르다.
오리발과어류지느러미	boundary,part_of,function	-	neighbor_distinction	오리발과어류지느러미는 물을 미는 기능이 닮았다. 그러나 오리발은 발가락 사이 물갈퀴가 발달한 조류의 다리이고 지느러미가 아니다.
