# concept<TAB>relations<TAB>directly authored text
식당테이블주문단말기	function,role,process	식당테이블주문단말기는 손님이 메뉴의 구성과 가격을 살펴 수량·선택 사항·알레르기 요청을 입력하게 하고, 확정한 주문을 해당 좌석 번호와 함께 주방과 계산대로 전달한다.
주차요금사전정산기	function,process,state	주차요금사전정산기는 차량 번호로 입차 시각을 찾고 무료 시간과 할인 증빙을 적용해 출차 전 요금을 받으며, 결제 완료 차량의 통과 가능 시간을 출구 설비에 알려 준다.
공연장좌석발권기	function,classification,boundary	공연장좌석발권기는 회차와 좌석 등급별 남은 자리를 보여 주고 선택된 좌석을 잠근 뒤 관람권을 발행해, 같은 자리가 두 고객에게 중복 판매되지 않도록 소유 상태를 확정한다.
숙박객실배정단말기	function,state,comparison	숙박객실배정단말기는 예약 인원·숙박 기간·객실 유형과 현재 청소 완료 상태를 대조하여 이용 가능한 방을 정하고, 특별 요청이나 연속 숙박 때문에 생길 충돌을 알려 준다.
렌터카인수반납단말기	function,process,attribute	렌터카인수반납단말기는 차량·운전자·연료량·주행거리·외관 사진을 인수와 반납 시점별로 기록하고 계약 조건과 비교해 추가 운행료나 손상 확인 절차를 시작한다.
주유소셀프결제기	function,process,boundary	주유소셀프결제기는 고객이 유종과 결제 수단, 주유 한도를 먼저 지정하게 하고 승인된 범위만 주유기에 열어 주며, 실제 공급량에 맞춰 최종 금액을 다시 확정한다.
세탁소의류접수표발행기	function,attribute,role	세탁소의류접수표발행기는 맡긴 의류의 종류·수량·오염·손상·희망 완료일을 접수 번호와 묶어 고객표와 작업표로 나누어 인쇄함으로써, 비슷한 옷의 소유자와 처리 조건을 구별한다.
약국조제비수납단말기	function,process,boundary	약국조제비수납단말기는 처방 조제 항목에서 보험 부담과 본인 부담을 나눠 계산하고 결제를 기록하되, 약의 선택이나 용량 판단은 조제 업무로 남겨 수납 기능과 분리한다.
미용실예약접수판	function,state,role	미용실예약접수판은 시술 종류별 소요 시간과 담당자의 빈 시간을 한 일정에서 보여 주고 고객 예약·변경·취소를 반영해, 같은 시간대에 감당할 수 없는 예약이 겹치지 않게 한다.
시장상인공동가격게시판	function,role,comparison	시장상인공동가격게시판은 참여 점포가 품목·규격·원산지와 판매가를 같은 기준으로 올리게 하여 방문객이 조건이 다른 가격을 혼동하지 않고 점포별 제안을 비교하도록 돕는다.
매장시식행사안내대	function,role,boundary	매장시식행사안내대는 제공 상품·운영 시간·알레르기 성분·참여 조건을 시식 장소에 제시해 고객을 행사로 안내하고, 무료 제공 범위와 정식 판매 상품을 명확히 구분한다.
할인쿠폰적용확인기	function,boundary,process	할인쿠폰적용확인기는 쿠폰의 대상 상품·최소 구매액·사용 기간·중복 제한을 현재 장바구니와 대조해 적용 여부를 결정하고, 거절될 때에는 충족되지 않은 조건을 알려 준다.
상품권잔액조회기	function,state,attribute	상품권잔액조회기는 카드나 번호의 유효성을 확인한 뒤 사용 전 잔액·최근 차감액·만료일을 표시하여, 고객이 이번 결제에 쓸 수 있는 금액을 현금 잔액과 혼동하지 않게 한다.
매장회원적립단말기	function,process,role	매장회원적립단말기는 회원 식별값과 적립 대상 구매액을 연결해 규칙에 따른 점수를 더하거나 사용하고, 거래 뒤 잔여 점수와 소멸 예정분을 고객에게 보여 준다.
면세구매자격확인기	function,classification,boundary	면세구매자격확인기는 여권 정보·체류 조건·구매 품목과 금액을 규정에 대조해 환급 대상 거래를 분류하며, 일반 할인과 세금 환급을 서로 다른 절차로 처리한다.
반품상품접수대	function,process,state	반품상품접수대는 주문 내역과 실제 상품, 구매 시각, 포장과 사용 상태를 확인해 접수 번호를 만들고 환불·교환·수리 가운데 다음 처리 경로로 물품을 보낸다.
교환상품차액정산기	function,comparison,process	교환상품차액정산기는 돌려받는 상품의 인정 금액과 새 상품의 판매가·세금·할인을 같은 기준으로 비교하여 추가 수납이나 반환 금액을 계산하고 두 거래를 연결해 남긴다.
매장폐점매출집계기	function,process,state	매장폐점매출집계기는 영업일이 끝나면 결제 수단별 판매·취소·환불·할인 금액을 합산하고 미완료 거래를 따로 표시해, 다음 날로 넘어가기 전 점포 매출 상태를 확정한다.
현금시재계수기	function,comparison,attribute	현금시재계수기는 권종별 지폐와 동전의 수량을 세어 실제 보유액을 구하고 단말기에 기록된 현금 잔액과 비교함으로써, 과부족과 계수 오류를 마감 전에 드러낸다.
점포일일정산표	function,role,state	점포일일정산표는 하루의 매출·환불·수수료·현금 이동·미수금을 정해진 항목에 모아 책임자가 확인하게 하며, 점포 운영 결과와 본사 회계로 넘길 금액을 한 시점에 고정한다.
온라인상품목록관리기	function,classification,state	온라인상품목록관리기는 판매할 상품의 이름·분류·설명·사진·선택 규격과 공개 상태를 함께 관리하고, 정보가 덜 갖춰진 항목은 노출 전에 찾아 판매 목록의 품질을 유지한다.
주문장바구니보관기	function,state,process	주문장바구니보관기는 고객이 고른 상품·수량·선택 사항을 세션이나 계정에 임시 저장하고 가격과 재고가 바뀌면 다시 계산해, 탐색을 중단했다 돌아와도 주문 후보를 이어 간다.
주문재고예약기	function,state,boundary	주문재고예약기는 결제를 기다리는 동안 요청 수량을 제한된 시간만 판매 가능 재고에서 보류하고, 기한 안에 확정되지 않으면 다시 풀어 영구 출고와 임시 확보를 구분한다.
주문서분할처리기	function,classification,process	주문서분할처리기는 한 주문의 품목을 출고 창고·판매자·온도 조건·도착 가능일에 따라 묶음으로 나누고도 고객 결제와 원주문 번호를 유지해 여러 배송을 추적하게 한다.
묶음상품구성관리기	function,part_of,attribute	묶음상품구성관리기는 세트에 포함되는 개별 상품과 필요 수량, 대체 가능 여부를 정의하여 판매 수량만큼 구성품 재고를 차감하고 누락된 구성품 때문에 완성할 수 없는 세트를 막는다.
배송주소정규화기	function,boundary,process	배송주소정규화기는 자유롭게 입력된 도로명·건물 번호·우편번호·상세 위치를 표준 주소 항목에 맞추고 불확실한 부분은 고객 확인으로 돌려, 비슷한 지명으로 잘못 배달되는 일을 줄인다.
주문중복탐지기	function,comparison,boundary	주문중복탐지기는 고객·상품·금액·결제 시각·배송지를 최근 주문과 비교해 실수로 반복 제출된 가능성을 표시하되, 같은 상품을 의도적으로 재구매한 거래는 별도 근거로 남긴다.
품절대체상품제안기	function,comparison,role	품절대체상품제안기는 원상품의 용도·규격·가격대·알레르기 정보를 후보 상품과 비교하여 가까운 대안을 보여 주고, 고객 동의 없이 다른 품목으로 주문을 바꾸지는 않는다.
예약판매수량관리기	function,state,attribute	예약판매수량관리기는 아직 입고되지 않은 상품의 확보 예정량과 접수된 주문량을 시기별로 관리하고, 공급 가능한 범위를 넘으면 대기 또는 다음 입고분으로 전환한다.
판매자주문수락함	function,role,state	판매자주문수락함은 새 주문의 품목·수량·발송 기한·특별 요청을 판매자에게 제시하고 수락·거절·확인 필요 상태를 기록하여 구매자에게 처리 가능성을 돌려준다.
창고출고지시서	function,role,process	창고출고지시서는 주문별 보관 위치·품목·수량·로트·포장 조건과 마감 시각을 작업자에게 전달하고, 피킹과 검수가 끝난 항목을 표시해 출고 책임을 이어 준다.
피킹동선배정기	function,comparison,process	피킹동선배정기는 여러 주문의 보관 위치와 우선순위, 카트 용량을 고려해 작업 순서와 이동 경로를 묶어 배정하여, 같은 통로를 반복 왕복하는 시간을 줄인다.
상품검수확인대	function,comparison,state	상품검수확인대는 모아 온 품목의 코드·수량·로트와 주문 지시를 다시 읽어 일치 여부를 확인하고, 부족·과다·오선택 상태는 포장 전에 수정 대상으로 분리한다.
주문포장규격선택기	function,comparison,attribute	주문포장규격선택기는 상품의 크기·무게·깨짐 위험·온도 조건을 사용 가능한 상자와 완충재 규격에 대조하여 보호에 필요한 범위에서 가장 알맞은 포장을 제안한다.
송장번호발급기	function,process,role	송장번호발급기는 운송사 서비스와 발송 묶음에 고유 추적 번호를 배정하고 발신·수신·요금 정보를 표찰로 만들어, 창고에서 인계된 뒤에도 주문과 운송물을 연결한다.
배송상태추적판	function,state,process	배송상태추적판은 집하·터미널 도착·이동·배달 출발·완료 사건을 시간순으로 모아 현재 위치와 다음 단계를 보여 주고, 오래 갱신되지 않은 건은 확인 대상으로 알린다.
수취확인기	function,state,boundary	수취확인기는 배달 시 서명·인증번호·사진 또는 지정 장소 기록을 주문에 붙여 인도 완료 근거를 남기며, 단순한 인근 도착과 실제 수취 완료를 구별한다.
배송실패재시도관리기	function,process,role	배송실패재시도관리기는 부재·주소 오류·출입 제한 등 실패 사유를 기록하고 고객과 가능한 날짜나 수령 장소를 다시 정해, 반송하기 전 허용된 재배달 절차를 배정한다.
주문취소처리기	function,process,state	주문취소처리기는 요청 시점의 결제·피킹·발송 상태를 확인해 멈출 수 있는 작업을 중단하고 재고 예약과 결제 금액을 되돌리며, 이미 운송 중이면 반품 절차로 전환한다.
부분환불계산기	function,part_of,comparison	부분환불계산기는 여러 품목 가운데 반환된 항목의 금액과 배분된 할인·배송비·세금을 원주문 안에서 다시 계산해, 취소되지 않은 나머지 거래를 유지하면서 돌려줄 금액을 정한다.
판매자재고동기화기	function,state,process	판매자재고동기화기는 창고·점포·외부 판매 채널의 입출고 변화를 모아 노출 가능한 수량을 갱신하고, 지연이나 충돌이 생긴 항목은 마지막 확인 시각과 함께 표시한다.
안전재고경보기	function,state,comparison	안전재고경보기는 현재 가용 수량과 예상 수요 기간을 품목별 최소 보유 기준에 비교하여 부족 가능성을 미리 알리고, 단순 품절 뒤가 아니라 발주 가능한 시점에 대응하게 한다.
유통기한우선출고기	function,comparison,process	유통기한우선출고기는 같은 품목의 로트 가운데 사용 가능 기간과 출고 제한을 확인해 더 먼저 만료되는 재고를 앞세우고, 이미 임박 기준을 넘은 로트는 판매 흐름에서 제외한다.
공급업체발주서	function,role,attribute	공급업체발주서는 요청 품목·규격·수량·단가·납품 장소·기한을 거래 조건과 함께 확정하여 공급자에게 전달하고, 이후 입고와 청구가 어떤 요청에서 시작됐는지 근거를 제공한다.
납품일정조정기	function,comparison,process	납품일정조정기는 공급자의 가능 시간과 창고 하역 능력, 부족 예상일을 비교해 도착 시간대를 정하고 변경 사항을 양쪽 일정에 반영하여 같은 선착장에 차량이 몰리지 않게 한다.
입고수량대조기	function,comparison,state	입고수량대조기는 발주 수량·공급자 출하표·실제 받은 수량을 품목과 로트별로 맞춰 보고, 부족·초과·미주문 물품을 정상 입고와 분리해 확인하게 한다.
재고실사단말기	function,attribute,process	재고실사단말기는 보관 위치를 따라 실제 품목과 수량을 스캔해 조사 시점의 재고를 고정하고 장부 수량과 연결하여, 누가 어디에서 차이를 확인했는지 기록한다.
재고차이조정표	function,comparison,boundary	재고차이조정표는 실사값과 장부값의 차이, 원인, 승인자, 반영 수량을 함께 남겨 파손·분실·입력 오류를 구분하며, 근거 없는 수량 변경이 정상 거래처럼 섞이지 않게 한다.
재주문점계산기	function,comparison,attribute	재주문점계산기는 평균 소비량·조달 기간·수요 변동과 목표 안전재고를 합쳐 발주를 시작할 잔량을 구하고, 품목마다 다른 공급 위험을 하나의 고정 수량으로 오해하지 않게 한다.
역물류회수관리기	function,process,classification	역물류회수관리기는 고객 반품·포장재 회수·수리품을 수거 경로에 넣고 도착 뒤 재판매·수선·재활용·폐기 상태로 분류해, 정방향 배송과 다른 물품 흐름을 끝까지 추적한다.
신용카드승인단말기	function,process,boundary	신용카드승인단말기는 카드 정보와 거래 금액을 승인망에 보내 발급사의 허용 여부를 받고 그 결과를 가맹점 거래에 붙이며, 승인 요청과 실제 대금 정산이 서로 다른 단계임을 유지한다.
직불카드잔액확인기	function,state,boundary	직불카드잔액확인기는 결제 계좌에서 즉시 사용할 수 있는 금액과 거래 제한을 조회해 요청액의 인출 가능 여부를 판단하며, 신용 한도에 기대는 후불 결제와 구분한다.
비접촉결제판독기	function,process,attribute	비접촉결제판독기는 가까이 댄 카드나 휴대기기와 짧은 거리에서 암호화된 결제 정보를 교환하고 선택된 응용 정보를 단말기로 넘겨, 물리 접촉 없이 승인 절차를 시작한다.
간편결제인증창	function,boundary,process	간편결제인증창은 등록 기기·생체 정보·비밀번호·일회용 값 가운데 정해진 수단으로 사용자를 확인하고, 단순 화면 접속과 결제 의사 승인을 구별해 거래를 계속하거나 막는다.
결제토큰발급기	function,boundary,process	결제토큰발급기는 실제 카드 번호를 거래 범위와 사용 기한이 제한된 대체 값으로 바꾸어 가맹점에 전달함으로써, 저장되거나 유출된 값이 원래 계정 정보처럼 재사용되는 위험을 줄인다.
거래위험점수기	function,comparison,attribute	거래위험점수기는 금액·장소·기기·속도·과거 행동을 정상 거래 패턴과 비교해 의심 정도를 수치화하고, 정한 경계에 따라 통과·추가 확인·차단 후보로 보낸다.
결제한도확인기	function,state,comparison	결제한도확인기는 계정별 일회·일일·해외·업종 한도와 이미 사용한 금액을 현재 요청에 대조해 남은 허용 범위를 계산하고 초과 사유를 승인 전에 알려 준다.
할부상환금계산기	function,attribute,comparison	할부상환금계산기는 구매 원금·기간·이자율·수수료와 상환 방식을 적용해 회차별 원금과 비용을 나누어 보여 주며, 총 부담액을 단순 월 납입액과 함께 비교하게 한다.
해외결제환율적용기	function,attribute,boundary	해외결제환율적용기는 거래 통화 금액을 적용 시점의 환율과 해외 이용 수수료로 청구 통화에 환산하고, 승인 당시 예상액과 최종 매입 금액이 달라질 수 있음을 구분해 기록한다.
가맹점매출전표수집기	function,part_of,process	가맹점매출전표수집기는 여러 단말기의 승인·취소 전표를 영업일별로 모아 카드사에 매입 요청할 묶음을 만들고, 누락이나 중복 전송 건을 대금 정산 전에 확인하게 한다.
매입대금정산기	function,process,attribute	매입대금정산기는 확정된 카드 매출에서 취소액·중개 수수료·보류액을 반영해 가맹점에 지급할 순액과 날짜를 산출하고 각 공제 근거를 정산 명세에 남긴다.
결제취소승인기	function,process,state	결제취소승인기는 원승인 번호와 취소 가능 금액을 확인해 승인망에 반환 요청을 보내고 성공·거절 상태를 거래에 기록하여, 단말 화면만 지우고 채무가 남는 일을 막는다.
계좌이체요청서	function,role,attribute	계좌이체요청서는 출금 계좌·수취인·금액·희망 실행일·송금 목적을 한 지시에 담아 승인자와 은행에 전달하며, 실행 결과를 원래 지급 의무와 연결할 식별값을 제공한다.
자동이체등록기	function,process,boundary	자동이체등록기는 납부자 동의와 출금 계좌, 수납 기관, 주기, 한도, 종료 조건을 저장해 지정일마다 청구를 시도하되, 일회성 이체와 지속 권한의 범위를 구별한다.
입금자명대조기	function,comparison,boundary	입금자명대조기는 은행 입금 내역의 금액·표시 이름·시각을 미수 주문이나 청구서와 비교해 연결 후보를 제시하고, 이름만 비슷한 다른 납부를 자동 확정하지 않는다.
은행창구번호표	function,role,classification	은행창구번호표는 고객이 선택한 예금·대출·외환·상담 업무와 접수 순서를 표시해 알맞은 창구 대기열로 보내고, 직원 호출과 고객 이동의 공통 기준이 된다.
예금이자계산기	function,attribute,comparison	예금이자계산기는 원금·적용 기간·금리 구간·복리 방식과 세금을 반영해 약정 이자와 세후 수령액을 산출하며, 중도 해지 때 달라지는 결과도 만기 결과와 비교해 보여 준다.
정기예금만기관리기	function,state,process	정기예금만기관리기는 계좌별 만기일과 자동 연장·해지·지정 계좌 입금 조건을 추적하고 사전 통지와 만기 처리를 실행해, 방치된 예금이 의도와 다르게 연장되지 않도록 한다.
대출상환일정표	function,attribute,process	대출상환일정표는 원금·이율·상환 방식·납부일을 회차별 원금과 이자, 잔액으로 펼쳐 보여 주고 실제 납부나 금리 변경이 생기면 이후 일정을 다시 계산한다.
대출신청소득검증기	function,comparison,boundary	대출신청소득검증기는 신청자가 제시한 급여·사업 소득을 세금 자료·입금 흐름·재직 정보와 대조해 지속 가능성을 판단하되, 일시적 입금과 반복 소득을 구별한다.
담보가치평가표	function,attribute,comparison	담보가치평가표는 자산의 위치·상태·거래 사례·처분 비용과 가격 변동 위험을 근거로 인정 가치를 산출하고, 시장 추정가와 대출에 적용할 보수적 가치를 따로 제시한다.
신용한도배정기	function,comparison,state	신용한도배정기는 상환 능력·기존 부채·사용 이력·위험 정책을 비교해 계정이 쓸 수 있는 최대 신용액을 정하고, 새 정보가 들어오면 증액·감액·유지 상태를 기록한다.
연체일수추적기	function,state,attribute	연체일수추적기는 약정 납부일과 실제 입금일 사이의 경과일과 미납 잔액을 계산해 연체 단계와 적용 조치를 갱신하고, 일부 납부가 어느 회차에 충당됐는지 남긴다.
채무상환유예접수기	function,process,boundary	채무상환유예접수기는 재난·실직·질병 등 사유와 증빙, 희망 기간을 받아 심사 흐름에 넣고 승인된 유예 조건을 일정에 반영하되, 채무 면제와 납부 시점 조정을 구분한다.
송금수취인확인기	function,boundary,comparison	송금수취인확인기는 입력한 계좌의 예금주 일부와 등록된 수취인 정보를 제시해 보내려는 상대가 맞는지 확인하게 하며, 비슷한 이름만으로 계좌를 임의 변경하지 않는다.
국제송금경로선택기	function,comparison,process	국제송금경로선택기는 출발 통화·수취 국가·중계 은행·수수료·예상 도착일과 규제 조건을 비교해 가능한 경로를 정하고 각 기관에 필요한 지급 메시지를 순서대로 보낸다.
금융거래명세서	function,role,state	금융거래명세서는 정한 기간의 입출금·결제·이자·수수료를 발생 시각과 잔액 변화에 맞춰 배열하여 계좌 보유자가 자금 흐름을 확인하고 이의를 제기할 근거로 사용하게 한다.
통장거래인자기	function,process,role	통장거래인자기는 계좌의 아직 인쇄되지 않은 거래 날짜·내용·금액·잔액을 종이 통장의 다음 줄에 맞춰 찍고, 페이지가 끝나면 다음 면이나 새 통장으로 이어 갈 위치를 안내한다.
은행현금자동입출금기	function,process,boundary	은행현금자동입출금기는 카드와 인증값으로 계정을 확인한 뒤 허용된 한도에서 현금 지급·입금·조회·이체를 수행하고, 창구 판단이 필요한 예외 거래는 자동 서비스 밖으로 돌린다.
위조지폐감별기	function,comparison,attribute	위조지폐감별기는 지폐의 크기·자기 신호·적외선 무늬·형광 반응을 진권 기준과 비교해 의심권을 분리하며, 단순 마모 때문에 한 특징이 약한 경우에는 복수 신호로 판단한다.
보험청약접수기	function,process,role	보험청약접수기는 가입 대상·희망 보장·기간·고지 사항·수익자와 동의를 받아 심사 가능한 신청으로 묶고, 누락된 답변이나 서명을 계약 성립 전에 보완하게 한다.
보험료산출표	function,attribute,comparison	보험료산출표는 보장 금액·기간·피보험 위험·공제액·납부 주기와 할인 조건을 적용해 기본 보험료와 추가 비용을 나누어 보여 주며, 선택 변경에 따른 부담 차이를 비교하게 한다.
보장범위비교표	function,comparison,boundary	보장범위비교표는 여러 보험안의 보상 사건·한도·공제액·대기 기간·제외 조건을 같은 항목으로 맞춰, 이름이 비슷한 상품 사이에서 실제 보호 범위의 경계를 드러낸다.
보험계약갱신알림기	function,state,process	보험계약갱신알림기는 계약 종료일과 갱신 가능 조건, 변경 보험료, 응답 기한을 추적해 미리 통지하고 고객의 유지·변경·종료 선택을 다음 계약 상태에 반영한다.
사고접수번호발급기	function,process,role	사고접수번호발급기는 발생 시각·장소·당사자·사고 유형과 최초 설명을 받아 고유 사건 번호로 묶고, 이후 사진·조사·보상 연락이 같은 청구에 이어지도록 한다.
손해사진증빙함	function,role,state	손해사진증빙함은 사고 현장과 피해 물건의 사진·촬영 시각·제출자를 청구 번호에 보관하고 원본 보존 상태를 표시해, 조사자가 변경본과 최초 증거를 구별할 수 있게 한다.
보험금지급심사표	function,comparison,process	보험금지급심사표는 사고 사실·계약 유효성·보장 항목·손해액·공제액과 제출 증빙을 차례로 확인해 지급·일부 지급·추가 조사·거절 판단과 근거를 남긴다.
면책사유확인표	function,boundary,classification	면책사유확인표는 계약에서 보상하지 않기로 한 행위·기간·원인 조건을 실제 사고와 대조해 해당 여부를 분류하며, 보장 한도 부족과 애초 보장 제외를 다른 사유로 기록한다.
공동보험분담계산기	function,part_of,attribute	공동보험분담계산기는 하나의 위험을 함께 인수한 보험사별 지분과 손해액·비용을 적용해 각 회사가 받을 보험료와 부담할 보상액을 전체 계약 안에서 나눈다.
재보험위험이전표	function,part_of,boundary	재보험위험이전표는 원보험사가 보유할 한도와 재보험자에게 넘길 위험층·비율·보험료·회수 조건을 명시해, 고객에 대한 원계약 책임과 회사 간 위험 분담을 구분한다.
회계전표입력기	function,classification,process	회계전표입력기는 거래 날짜·금액·차변·대변 계정·증빙과 설명을 한 분개로 받아 승인 흐름에 넣고, 균형이 맞지 않거나 필수 근거가 없는 기록은 장부 반영 전에 막는다.
계정과목분류기	function,classification,boundary	계정과목분류기는 거래 성격과 조직의 회계 기준을 바탕으로 자산·부채·수익·비용의 세부 계정을 제안하며, 지급 수단이 같더라도 경제적 목적이 다른 거래를 구별한다.
매출채권연령표	function,state,classification	매출채권연령표는 미수 청구액을 만기 전·경과 30일·60일·90일 이상처럼 지연 구간별로 묶어, 회수 우선순위와 대손 가능성을 거래처 단위로 보여 준다.
매입채무지급표	function,state,process	매입채무지급표는 공급자 청구서의 만기일·승인 상태·할인 가능일·지급 계좌를 모아 현금 여력과 비교하고, 연체나 중복 지급 없이 실행할 지급 순서를 정한다.
감가상각계산기	function,attribute,process	감가상각계산기는 자산 취득가·잔존가·사용 기간·상각 방법과 사용 개시일을 적용해 기간별 비용과 장부 가액을 산출하고 처분이나 내용연수 변경 뒤 일정을 조정한다.
비용배부계산표	function,part_of,attribute	비용배부계산표는 공동으로 발생한 임차료·전력비·지원 인건비를 면적·사용량·근무 시간 같은 기준에 따라 부서나 제품에 나누어, 전체 비용의 귀속 근거를 보인다.
부가세신고집계기	function,classification,process	부가세신고집계기는 과세·영세·면세 매출과 공제 가능한 매입세액을 증빙별로 분류하고 신고 기간 합계를 계산해, 누락 또는 중복 세금계산서를 제출 전에 찾는다.
원천징수계산기	function,attribute,process	원천징수계산기는 소득 유형·지급액·공제 조건과 적용 세율을 사용해 지급 전에 뗄 세금과 실제 수령액을 구하고, 납부 기관에 넘길 신고 자료를 함께 만든다.
급여명세서발행기	function,part_of,role	급여명세서발행기는 기본급·수당·시간외 근무·세금·보험료·기타 공제를 근로자별로 펼쳐 총지급액과 실수령액을 알리고 급여 계산의 각 근거를 확인하게 한다.
은행계정조정표	function,comparison,boundary	은행계정조정표는 회계 장부 잔액과 은행 명세 잔액을 비교해 미인출 수표·이동 중 입금·수수료·입력 오류를 따로 설명하고, 어느 시점의 현금이 일치하는지 확정한다.
현금흐름예측표	function,state,comparison	현금흐름예측표는 예정된 수금·지급·급여·세금과 현재 잔액을 날짜별로 배열해 미래 가용 현금을 계산하고, 부족 시점과 여유 시나리오를 비교하여 자금 결정을 돕는다.
예산초과경보기	function,comparison,state	예산초과경보기는 부서·사업·항목별 승인 예산에 실제 지출과 확정 약정을 합산해 남은 금액을 추적하고, 정한 비율이나 한도를 넘기 전에 책임자에게 알린다.
구매승인한도표	function,classification,boundary	구매승인한도표는 금액·품목 위험·계약 기간에 따라 요청자·부서장·재무 책임자 등 필요한 승인 단계를 정해, 권한 범위를 넘은 주문이 한 사람의 결정으로 집행되지 않게 한다.
거래상대방실사표	function,comparison,classification	거래상대방실사표는 법인 정보·실소유자·제재 목록·사업 목적·거래 지역과 예상 규모를 확인해 위험 등급과 추가 검증 필요성을 정하고 검토 근거를 보존한다.
이상거래탐지기	function,comparison,boundary	이상거래탐지기는 평소와 다른 금액·빈도·상대·시간·접속 위치의 조합을 규칙과 통계 기준에 대조해 조사 후보를 찾으며, 이상 신호 자체를 범죄 확정으로 취급하지 않는다.
자금세탁의심거래검토함	function,process,boundary	자금세탁의심거래검토함은 탐지 경보와 고객 자료·거래 흐름·설명 문서를 조사자에게 모아 종결·추가 확인·보고 결정을 기록하고, 내부 의심과 공식 신고 상태를 분리한다.
시장가격위험판	function,state,comparison	시장가격위험판은 금리·주가·원자재 가격 변화가 보유 자산과 부채 가치에 미치는 영향을 현재 노출액과 한도에 맞춰 보여 주고, 불리한 충격 시 손실 범위를 비교한다.
환율노출상계표	function,comparison,part_of	환율노출상계표는 통화별 받을 돈·지급할 돈·선물 계약을 만기와 금액에 따라 맞춰 순노출을 계산해, 서로 상쇄되는 흐름과 실제로 남는 환위험을 구분한다.
운영손실사건대장	function,classification,process	운영손실사건대장은 시스템 장애·업무 오류·사기·재해로 생긴 손실의 원인·금액·회수액·대응 조치를 유형별로 축적해 반복 위험과 통제 개선 필요성을 찾게 한다.
내부통제점검표	function,role,boundary	내부통제점검표는 승인 분리·접근 권한·증빙 보존·대사 수행 같은 필수 통제가 실제로 작동했는지 담당자와 근거로 확인하며, 절차 존재와 효과적인 수행을 구별한다.
고객문의접수함	function,classification,process	고객문의접수함은 전화·웹·전자우편에서 들어온 질문을 고객·제품·주제·접수 시각과 함께 한 번호로 만들고, 담당 부서와 처리 기한을 배정해 응답이 사라지지 않게 한다.
상담대기열배정기	function,comparison,role	상담대기열배정기는 문의 유형·긴급도·고객의 대기 시간과 상담원 가용성을 비교해 처리 순서를 정하고, 중단된 접촉이 다시 들어오면 이전 맥락을 이어 줄 대기열에 놓는다.
상담원역량연결기	function,role,classification	상담원역량연결기는 고객의 언어·상품·문제 난이도와 상담원의 자격·숙련 분야를 맞춰 가장 적합한 담당자에게 연결하고, 해결 권한이 없는 경우에는 상위 지원군으로 넘긴다.
고객신원확인문답	function,boundary,process	고객신원확인문답은 계정 소유자만 알 수 있는 등록 정보와 일회성 확인값을 조합해 상담 중 본인을 검증하며, 일반 상품 질문과 개인정보를 다루는 요청의 접근 경계를 세운다.
