concept|relations|other_type|text
세 파일 납품 조건|function,role||지정 폴더에는 원본 보존본과 변환본, 변경 목록이 각각 있어야 한다. 세 파일 납품 조건은 세 항목의 존재와 파일 열림을 모두 확인한 뒤에 충족된다.
표 안 텍스트 범위|function,role||열 제목은 짧게 다듬어도 되지만 각 셀에 적힌 조사 결과는 원문으로 남긴다. 표 안 텍스트 범위는 편집 역할을 머리글에 한정하고 데이터 내용은 보호한다.
출처 순서 불변 경계|function,boundary||참고문헌의 표시 형식은 새 양식에 맞출 수 있지만 번호 배열은 기존 본문 인용과 연결돼 있다. 출처 순서 불변 경계는 서식 변경 중에도 그 번호 순서를 재정렬하지 못하게 한다.
페이지 나눔 기능|function,boundary||인쇄본의 각 새 장은 홀수 쪽에서 시작하도록 빈 쪽을 삽입한다. 페이지 나눔 기능은 그 빈 쪽에 제목이나 안내 문구를 임의로 만들지 않는다.
접근성 검토 담당자|function,role,classification||제목 수준이 순서대로 이어지는지와 정보성 그림에 설명이 있는지를 검사한다. 접근성 검토 담당자는 누락을 표시하되 알 수 없는 그림 의미를 추정해 대체 텍스트를 쓰지 않는다.
비필수 구두 희망 사항|boundary,other|선택 희망|사용자는 가능하면 한 장이면 좋겠다고 말했지만 필수 내용을 빼라고 하지는 않았다. 비필수 구두 희망 사항은 분량 선호로만 기록하고 내용 삭제의 강제 규칙으로 쓰지 않는다.
대체 텍스트 완료 조건|function,role,classification||정보를 전달하는 그림에는 내용을 설명하는 문구가 필요하고 장식 그림은 별도로 표시해야 한다. 대체 텍스트 완료 조건은 두 유형을 모두 분류해 해당 표기를 끝냈을 때 성립한다.
감사의 글 제외 범위|function,role||요약문에는 연구 결과와 방법만 담고 감사 인사는 넣지 않는다. 감사의 글 제외 범위는 요약 작업에만 적용되므로 원문 본문의 감사절은 그대로 남긴다.
개인정보 노출 금지|classification,boundary||새 예시에는 원본의 실명과 전화번호를 그대로 재사용할 수 없다. 개인정보 노출 금지는 두 값을 가상 정보로 바꾸고 대응표도 외부 산출물에 넣지 않게 한다.
표 번호 재연결 기능|function,boundary||표의 위치가 바뀌면 본문에서 그 표를 부르는 번호도 함께 갱신한다. 표 번호 재연결 기능은 참조 연결만 고치고 표 안의 수치나 문구는 수정하지 않는다.
번역 검수 담당자|role,classification||완성된 번역에서 용어집과 다른 표현, 빠진 문장을 찾아 표시하는 역할이다. 번역 검수 담당자는 원문 뜻이 모호한 부분을 임의로 확정하지 않고 질문 목록에 남긴다.
표지 사진 선택 미정|boundary,other|자산 선택 미정|표지에 쓸 사진 후보나 사용 허가는 아직 전달되지 않았다. 표지 사진 선택 미정 상태에서는 웹 이미지를 임의로 가져오지 않고 제공 자산을 기다린다.
다섯 항목 완료 조건|function,role,classification||작업 목록은 제목, 요약, 표, 출처, 변경 목록을 별도 산출 항목으로 적었다. 다섯 항목 완료 조건은 어느 하나도 빠짐없이 준비되고 검토됐을 때만 작업을 닫게 한다.
연구 방법 변환 범위|function,role||방법 절의 수동 표현은 수행 주체가 드러나는 능동문으로 바꾼다. 연구 방법 변환 범위는 문체만 조정하며 재료명과 실험 단계의 순서는 원문대로 유지한다.
수식 기호 보호 경계|function,boundary||본문 글꼴을 통일하더라도 수식의 대문자와 소문자, 아래첨자는 원래 의미를 가진다. 수식 기호 보호 경계는 서식 정리가 그 기호 형태를 바꾸지 못하게 한다.
문체 통일 적용 범위|function,boundary||일반 본문은 독자에게 일관되게 하십시오체로 말하도록 고친다. 문체 통일 적용 범위는 직접 인용과 코드, 법령 문구를 변환 대상에서 제외한다.
파일명 검수 담당자|function,role,classification||납품 파일이 지정 접두사와 작성 날짜를 따르는지 검사하는 사람이 필요하다. 파일명 검수 담당자는 중복 번호를 발견해도 사용자 승인 없이 버전 값을 건너뛰거나 새로 정하지 않는다.
명령이 아닌 회의 관련 배경|boundary,other|상황 설명|사용자가 다음 회의에서 결과를 보여 줄 예정이라고 배경을 알려 왔다. 명령이 아닌 회의 관련 배경은 이 정보를 참석자에게 자동 전송하라는 승인으로 확장하지 않는다.
링크 점검 완료 조건|function,role||검수자는 내부 목차 이동과 외부 주소 접속을 각각 시험해야 한다. 링크 점검 완료 조건은 두 종류가 모두 열리고 깨진 링크 목록이 0건일 때 충족된다.
본문 머리말 범위|function,role,classification||각 쪽 위에는 장 제목과 기관명만 반복하도록 요청됐다. 본문 머리말 범위는 개인 작성자 이름을 표시 대상에서 빼고 표지에만 남긴다.
원본 파일 삭제 금지|classification,boundary||변환 결과는 별도 이름으로 저장하고 전달받은 파일은 그대로 보존해야 한다. 원본 파일 삭제 금지는 직접 삭제뿐 아니라 같은 이름으로 덮어쓰는 행위도 막는다.
표제 간격 조정 기능|classification,boundary||제목 수준마다 앞뒤 여백을 같은 기준으로 맞춘다. 표제 간격 조정 기능은 여백만 조절하며 쪽 수를 줄일 목적으로 글자 크기를 낮추지 않는다.
품질 검사 담당자|role,classification||완성 파일을 렌더링해 잘림과 빈 필드를 찾는 검수 역할이 배정됐다. 품질 검사 담당자는 표현 상태를 확인하고 데이터 해석의 타당성은 별도 검토자에게 넘긴다.
예전 양식 선호 미확정|boundary,other|선호 불확실|사용자는 예전 양식이 익숙하다고 말했지만 그 구조를 유지하라고 지시하지는 않았다. 예전 양식 선호 미확정 상태에서는 어느 구조를 쓸지 추정하지 말고 사용자에게 물어야 한다.
폴더 구조 완료 조건|function,role,classification||문서 관리 담당자는 최종본과 원본, 검토 자료를 서로 다른 하위 폴더에 배치한다. 담당자가 각 경로를 인계문에 적어 다음 작업자에게 전달해야 폴더 구조 완료 조건이 충족된다.
결과절 우선 범위|function,role||이번 작업에서는 결과 문단과 관련 표부터 새 양식으로 옮긴다. 결과절 우선 범위 밖의 서론은 손대지 않고 다음 작업의 미완료 항목으로 남긴다.
원문 언어 유지 경계|classification,boundary||본문의 영문 약어는 의미를 알더라도 임의로 풀어 쓰지 않는다. 원문 언어 유지 경계는 별도 번역 지시가 없는 표현을 원래 언어로 보존하게 한다.
목록 변환 기능의 한계|function,boundary||나란히 적힌 항목은 읽기 쉬운 글머리표로 바꿀 수 있다. 목록 변환 기능의 한계는 표시 형식만 바꾸고 원래 우선순위와 순서는 유지하게 한다.
변경 추적 담당자|role,classification||모든 수정에는 페이지와 바뀐 이유를 기록하는 담당이 붙는다. 변경 추적 담당자는 검토 이력을 보존하되 최종본에는 승인된 변경만 반영한다.
장식 요소 제안 상태|boundary,other|제안과 명령 구분|사용자는 여유가 있으면 아이콘을 넣어도 좋다고 선택지를 열어 두었다. 장식 요소 제안 상태는 필수 조건이 아니므로 내용 정확성과 검수를 마친 뒤에만 검토한다.
인쇄본 완료 조건|function,role,classification||인쇄용 파일에서는 여백과 재단선, 글꼴 포함 여부를 각각 검사해야 한다. 인쇄본 완료 조건은 이 검사를 통과하고 화면용 PDF와 구분되는 이름으로 저장될 때 성립한다.
부서명 교체 범위|function,role||새 부서명은 현재 문서를 나타내는 표지와 머리말에만 적용한다. 부서명 교체 범위는 역사 기록으로 인용된 옛 명칭까지 고치지 않고 그대로 보존한다.
승인 서명 보존 경계|classification,boundary||서명 이미지는 밝기와 해상도를 조정할 수 있지만 획 모양을 다시 그려서는 안 된다. 승인 서명 보존 경계는 가독성 개선과 내용 재작성 사이를 구분한다.
도표 정렬 기능|function,boundary||각 도표는 쪽의 중앙선에 맞춰 배치한다. 도표 정렬 기능은 위치와 폭만 조절하며 열에 맞추려고 수치를 축약하지 않는다.
자료 소유자의 역할 범위|function,role,classification||외부 공개 대상과 전달 채널은 자료 소유자가 승인한다. 자료 소유자의 역할 범위 밖에 있는 변환자는 허용된 범위를 넘어 파일을 공유하지 않는다.
구체 지시가 아닌 친근한 느낌 요청|boundary,other|주관적 희망|사용자는 문서를 친근하게 해 달라고 했지만 필수 어조나 색을 정하지는 않았다. 구체 지시가 아닌 친근한 느낌 요청은 적용 기준을 다시 묻게 한다.
네 쪽 요약 조건|function,role,classification||네 쪽 요약 조건은 표지를 제외한 본문이 네 쪽 이내이고 핵심 수치가 모두 남아야 한다.
주석 전용 변환 범위|function,role||주석 전용 변환 범위는 검토자 메모를 표준 주석 형식으로 옮기고 본문에는 합치지 않는다.
그래프 축 보호 경계|function,boundary||그래프 축 보호 경계는 색과 글꼴을 바꿔도 축 범위와 단위를 수정하지 않게 한다.
인용 스타일 적용 기능|function,boundary||인용 스타일 적용 기능은 괄호와 저자 표기를 통일하지만 출처가 없는 문장을 새 인용으로 채우지 않는다.
편집자 역할 경계|role,classification||편집자 역할 경계는 문장 흐름과 형식을 정리하고 연구 결론을 뒤집는 변경은 요청자에게 돌린다.
파일 압축 필요 여부 미정|boundary,other|산출 사양 미정|파일이 크다는 설명만 있는 파일 압축 필요 여부 미정은 화질을 낮추라는 명시 요구가 아니어서 확인이 필요하다.
오탈자표 완료 조건|function,role||오탈자표 완료 조건은 원문·제안·위치·확신도를 적고 판단이 필요한 항목을 따로 모아야 한다.
표지 제외 범위|function,role,classification||표지 제외 범위는 내용 변환 대상에서 첫 페이지를 빼되 최종 문서에서 제거하지 않는다.
기관명 축약 금지|classification,boundary||기관명 축약 금지는 공간이 부족해도 정식 명칭을 임의 약어로 바꾸지 않게 한다.
자동 목차 생성 기능|classification,boundary||자동 목차 생성 기능은 제목 수준을 읽어 항목을 만들며 숨겨진 메모 제목을 포함하지 않는다.
배포 담당자의 역할 범위|function,role,classification||배포 담당자의 역할 범위는 승인된 최종본만 전달하고 초안은 검토 폴더 밖으로 보내지 않는다.
최신 로고 추정 금지|boundary,other|자산 최신성 불명|최신 로고 추정 금지는 제공된 파일의 버전을 확인하지 못하면 웹 검색본으로 교체하지 않게 한다.
두 단계 검수 조건|function,role,classification||두 단계 검수 조건은 구조 검사 뒤 내용 보존 검사를 각각 통과해야 완료로 표시한다.
통계 부록 변환 범위|function,role||통계 부록 변환 범위는 표 배치만 새 양식으로 맞추고 계산식과 결과값은 그대로 둔다.
각주 번호 불변 경계|classification,boundary||각주 번호 불변 경계는 삭제된 문단이 있어도 사용자 지시 없이 번호를 다시 매기지 않는다.
머리글 교체 기능|function,boundary||머리글 교체 기능은 프로젝트명을 최신값으로 바꾸지만 문서 제목과 다른 경우 임의 통일하지 않는다.
접수자 역할 경계|role,classification||접수자 역할 경계는 산출물을 저장하고 위치를 알리지만 내용 승인을 대신하지 않는다.
긴급 표시 관련 배경 정보|boundary,other|상황 배경|오늘 필요하다는 긴급 표시 관련 배경 정보만으로 품질검사를 생략하거나 불완전 파일을 완료로 보고하지 않는다.
변환 로그 완료 조건|function,role,classification||변환 작업자는 변경·미변경·보류 항목과 각각의 근거를 로그에 남긴다. 검수자가 세 범주의 기록과 원본을 대조한 뒤에야 변환 로그 완료 조건을 충족한 것으로 판정한다.
도입부 전용 범위|function,role,classification||도입부 전용 범위는 첫 두 문단만 대외 발표용 문체로 바꾸고 분석 절은 손대지 않는다.
그래프 수치 변경 금지|classification,boundary||그래프 수치 변경 금지는 축 레이블 정리 중에도 데이터 점과 범례 수를 유지하게 한다.
표 폭 조정 기능|function,boundary||표 폭 조정 기능은 줄바꿈과 열 너비를 바꾸되 셀 값을 잘라 내지 않는다.
기술 용어 검토 담당자|function,role,classification||기술 용어 검토 담당자는 용어집과의 일치를 확인하고 정의 변경은 전문가 승인으로 넘긴다.
배경색 선택 미정|boundary,other|시각사양 미정|배경색 선택 미정 상태에서는 흰색 유지와 새 색 적용 가운데 어느 쪽도 임의로 고르지 않는다.
열두 표 검산 조건|function,role||열두 표 검산 조건은 표별 합계·단위·출처를 확인하고 오류가 남으면 변환 완료와 분리해 보고한다.
참고문헌 전용 범위|function,role||참고문헌 전용 범위는 인용양식만 바꾸고 본문 내 인용 위치는 이동하지 않는다.
식별 번호 보호 경계|function,boundary||식별 번호 보호 경계는 문서 스타일을 바꿔도 사건번호와 버전번호를 고치지 못하게 한다.
문단 간격 통일 기능|function,boundary||문단 간격 통일 기능은 본문에만 적용하고 코드블록과 표 안 간격은 예외로 둔다.
보안 검토 담당자의 역할|role,classification||보안 검토 담당자의 역할은 개인정보와 내부 표기를 찾아 배포 가능한 범위를 확인하는 것이다.
‘짧게’ 요청의 모호성|boundary,other|길이 기준 모호|더 짧게 해 달라는 ‘짧게’ 요청의 모호성은 필수 내용과 목표 분량이 없어 삭제 기준을 먼저 확인해야 한다.
다중 형식 완료 조건|function,role,classification||다중 형식 완료 조건은 DOCX·PDF·텍스트본의 내용이 일치하고 각 파일이 정상적으로 열려야 한다.
서론 제외 범위|function,role||서론 제외 범위는 변환 대상에서 서론을 빼지만 장 번호 체계에는 그대로 포함한다.
저작권 문구 보호 경계|classification,boundary||저작권 문구 보호 경계는 연도를 고치라는 별도 지시 없이 현재 표기를 유지하게 한다.
그림 목록 갱신 기능|classification,boundary||그림 목록 갱신 기능은 이동된 그림 번호와 페이지를 반영하되 삭제되지 않은 그림을 누락하지 않는다.
원문 대조 담당자|function,role,classification||원문 대조 담당자는 변환본의 누락과 추가를 찾고 해석이 필요한 차이는 작성자에게 돌린다.
글꼴 선호 미확정|boundary,other|서체 사양 미정|사용자는 깔끔한 글꼴을 원한다고만 말했다. 글꼴 선호 미확정 상태는 특정 상업 글꼴의 사용 승인이 아니다.
섹션별 검수 조건|function,role,classification||섹션별 검수 조건은 각 장의 제목·본문·표·참조를 확인하고 하나라도 빠지면 부분 완료로 남긴다.
본문 수식 제외 범위|function,role||본문 수식 제외 범위는 주변 설명만 다듬고 수식 자체는 원본 이미지와 표기를 유지한다.
부서 코드 변경 금지|function,boundary||부서 코드 변경 금지는 새 부서명이 생겨도 기록용 코드를 임의로 갱신하지 않게 한다.
제목 수준 조정 기능|classification,boundary||제목 수준 조정 기능은 계층을 바로잡되 문장 의미를 새 소제목으로 창작하지 않는다.
문서 관리자의 역할 범위|role,classification||문서 관리자의 역할 범위는 버전과 저장위치를 관리하지만 승인 전 초안을 정본으로 선언하지 않는다.
예시 파일 최신성 미상|boundary,other|참고자료 최신성 불명|예시 파일 최신성 미상은 구조만 참고하고 규정이나 로고를 현재 기준으로 단정하지 않게 한다.
페이지별 확인 조건|function,role||페이지별 확인 조건은 잘림·겹침·빈 페이지를 전수 점검하고 발견된 문제를 고친 뒤 다시 렌더링한다.
표 캡션 전용 변환 범위|function,role,classification||표 캡션 전용 변환 범위는 표 제목 문체를 통일하고 본문 설명과 셀 데이터는 유지한다.
고유 식별자 번역 금지|classification,boundary||고유 식별자 번역 금지는 영문 코드가 단어처럼 보여도 한국어로 바꾸지 않게 한다.
문서 속성 갱신 기능|function,boundary||문서 속성 갱신 기능은 제목과 작성부서를 최신값으로 넣지만 작성자를 추정해 추가하지 않는다.
최종 인계 담당자|role,classification||최종 인계 담당자는 파일 경로·검증 결과·남은 보류를 알려 주고 승인 여부를 명확히 구분한다.
‘아름답게’ 요청의 모호성|boundary,other|품질기준 모호|문서를 아름답게 해 달라는 ‘아름답게’ 요청의 모호성은 색·레이아웃·브랜드 기준을 확인하기 전 실행 범위를 정하지 않는다.
정합성 최종 조건|function,role,classification||납품 담당자는 원본 의미와 지정 형식, 파일 목록을 서로 대조하고 검수자는 그 결과를 기록한다. 두 역할의 확인 내용이 모두 일치해야 정합성 최종 조건이 충족된다.
부록 표 전용 범위|function,role||부록 표 전용 범위는 부록의 표만 가로 방향으로 바꾸고 본문 페이지 방향은 유지한다.
감사 로그 삭제 금지|classification,boundary||감사 로그 삭제 금지는 최종본을 정리할 때도 변경기록과 검수결과를 보존하게 한다.
번호 목록 재시작 기능|function,boundary||번호 목록 재시작 기능은 장마다 번호를 1부터 시작하되 기존 법조문 번호에는 적용하지 않는다.
승인 대기 항목 관리자|role,classification||승인 대기 항목 관리자는 보류 항목을 모아 질문하고 회신 전에는 임의 결정을 최종본에 넣지 않는다.
가독성 개선 범위|boundary,other|범위 제한|가독성 개선 범위는 문장 구조와 배치를 다듬는 것이며 근거가 없는 새 결론을 추가하는 작업이 아니다.
체크리스트 완료 조건|function,role||체크리스트 완료 조건은 150개 항목의 상태가 완료·보류·제외 중 하나로 명시되고 빈 항목이 없어야 한다.
요구 범위 최종 확정|classification,boundary||요구 범위 최종 확정은 지정된 문서와 필드만 변환하고 연관 파일을 발견해도 사용자 승인 없이 넓히지 않게 한다.
표 머리행 반복 기능|function,role||표 머리행 반복 기능은 여러 쪽에 걸친 표의 첫 행을 되풀이하되 데이터 행을 복제하지 않는다.
비공개 표식 보존 경계|classification,boundary||비공개 표식 보존 경계는 배포용 변환이 승인되기 전까지 문서의 내부표시를 제거하지 않게 한다.
페이지 번호 삽입 기능|function,boundary||페이지 번호 삽입 기능은 표지에는 표시하지 않고 본문 첫 쪽부터 시작하라는 조건을 따른다.
검수 의견 취합 담당자|function,role,classification||검수 의견 취합 담당자는 중복 제안과 충돌 의견을 정리하지만 어느 안을 승인할지는 요청자가 결정한다.
‘선명하게’ 요청의 모호성|boundary,other|화질 기준 모호|그림을 선명하게 해 달라는 ‘선명하게’ 요청의 모호성은 원본 해상도와 허용 파일 크기를 먼저 확인하게 한다.
작업본·최종본 별도 저장 조건|function,role||작업본·최종본 별도 저장 조건은 작업본과 최종본을 다른 경로에 보존하고 두 파일의 역할을 인계문에 적게 한다.
표제 페이지 전용 범위|function,role||표제 페이지 전용 범위는 기관명·제목·날짜만 새 양식으로 바꾸고 승인란은 원형을 유지한다.
천 단위 구분 기호 보호 경계|function,boundary||천 단위 구분 기호 보호 경계는 표기 방식을 통일해도 소수점과 음수 부호를 바꾸지 않게 한다.
교차 참조 갱신 기능|classification,boundary||교차 참조 갱신 기능은 이동된 장과 그림의 번호를 다시 연결하되 참조 문장을 새로 해석하지 않는다.
렌더링 검사 담당자|role,classification||렌더링 검사 담당자는 쪽별 잘림과 글꼴 대체를 찾고 수정 뒤 같은 검사를 반복한다.
간결함 기준 미상|boundary,other|축약 기준 미정|사용자는 간결하게 정리해 달라고만 말했다. 간결함 기준 미상 상태에서는 보존할 세부 항목과 목표 길이를 확인하기 전 삭제를 시작하지 않는다.
파일 무결성 완료 조건|function,role,classification||파일 무결성 완료 조건은 열기·검색·복사·인쇄 시험이 모두 성공하고 해시가 기록돼야 한다.
차트 제목 전용 범위|function,role,classification||편집자는 차트 제목의 문체만 바꾸고 데이터 검수자는 축·범례·레이블이 원문과 같은지 확인한다. 차트 제목 전용 범위에서는 두 역할 모두 수치와 범례 표현을 수정하지 않는다.
문서 번호 불변 경계|classification,boundary||문서 번호 불변 경계는 새 파일을 만들어도 원문 식별번호를 임의 버전명으로 바꾸지 않게 한다.
숨은 텍스트 탐지 기능|function,boundary||숨은 텍스트 탐지 기능은 메모와 감춤 글자를 보고하되 공개 여부를 추정해 자동 삭제하지 않는다.
보존본 관리자|role,classification||보존본 관리자는 원문을 읽기 전용 위치에 두고 변환본과 이름·경로가 섞이지 않게 한다.
현대적 느낌의 구체 기준 미지정|boundary,other|스타일 기준 모호|사용자는 현대적인 느낌을 원한다고만 말했다. 현대적 느낌의 구체 기준 미지정 상태는 브랜드 규격 없이 글꼴과 색을 자의적으로 고를 근거가 아니다.
수정 승인 완료 조건|function,role||수정 승인 완료 조건은 보류 질문의 답을 반영하고 승인된 변경만 최종본에 남겨야 한다.
내부 링크 전용 범위|function,role||내부 링크 전용 범위는 목차와 본문 사이 이동만 고치고 외부 주소는 검증 결과만 보고한다.
기밀 표 삭제 금지|function,boundary||기밀 표 삭제 금지는 변환 대상에서 제외하더라도 원본 보존본에는 그대로 남기게 한다.
언어 태그 지정 기능|function,boundary||언어 태그 지정 기능은 한국어와 영어 구간을 표시하되 문장 자체를 번역하지 않는다.
최종 상태를 보고하는 담당자|function,role,classification||최종 상태를 보고하는 담당자는 완료·부분 완료·보류를 근거와 함께 구분하고 준비 단계만으로 완료를 선언하지 않는다.
의도 추출의 적용 경계|function,boundary||의도 추출의 적용 경계는 명시된 목표·금지·범위·완료 조건만 실행 규칙으로 삼고 부수 설명을 새 명령으로 만들지 않는다.
