concept|relations|other_type|text
공정 변수 전이 조건|function,process,boundary||온도와 시간의 구조를 새 열처리 공정에 옮길 수 있다. 다만 압력이 결과에 관여한다면 공정 변수 전이 조건에서 이를 생략해서는 안 된다.
대조군 역할 구분|classification,process,function||무처리 시편과 기준 소재는 모두 비교에 쓰이지만 맡은 역할이 다르다. 대조군 역할 구분을 유지해 서로 다른 대상을 같은 대조군으로 합치지 않는다.
피로 수명 계산 순서|function,process,boundary||하중 이력을 주기별 손상으로 바꾸고 누적해 판정하는 피로 수명 계산 순서를 따른다. 누적 법칙은 재료별 검증 결과에 맞춰 선택한다.
복합 환경 적용 범위|boundary,function,process||단일 습도에서 얻은 규칙은 염분과 온도가 함께 변할 때 약해질 수 있다. 복합 환경 적용 범위는 어떤 조합까지 검증됐는지 보여 준다.
조성 등급 교차 대응|classification,function,boundary||원소 비율 등급과 제조사 등급을 성분 범위로 맞춰 조성 등급 교차 대응을 만든다. 표기가 닮았다는 이유로 동일 등급으로 처리하지 않는다.
검사 신호 판정 순서|process,function,other|판정 과정 구조|신호 포착, 잡음 제거, 기준 비교, 보류 판정을 검사 신호 판정 순서로 둔다. 이 구조는 광학과 음향 검사에 공통으로 적용된다.
주파수 단위 환산 범위|classification,process,boundary||헤르츠와 분당 반복수를 바꾸는 계산에는 주파수 단위 환산 범위가 있다. 발열 조건이 달라지는 구간은 단위가 맞아도 동등한 시험이 아니다.
균열과 박리의 연결 경로|classification,process,boundary||시작 균열이 계면 분리로 이어지는 균열과 박리의 연결 경로를 다른 적층재에 적용한다. 원인의 진행 방향은 새 구조에서 확인한다.
수명 불확실성 전파|classification,function,process,boundary||측정오차와 모형오차가 최종 범위에 어떻게 더해지는지 수명 불확실성 전파로 계산한다. 각 오차의 출처는 합계와 별도로 남긴다.
실험 공정과 양산 공정 차이|boundary,process||소량 시편을 균일하게 만든 조건은 대량 생산의 편차를 담지 못한다. 실험 공정과 양산 공정 차이를 확인하지 않고 규칙을 옮기지 않는다.
결함의 상하위 분류|classification,function,process||표면균열, 내부공극, 계면박리를 손상이라는 상위 범주 아래 놓아 결함의 상하위 분류를 만든다. 검사 체계가 달라도 같은 수준끼리 연결한다.
하중에서 파손까지의 구조|process,classification,other|시스템 구조|하중을 입력, 미세조직을 내부 상태, 파손을 결과로 보는 하중에서 파손까지의 구조를 사용한다. 재료가 달라도 역할의 자리는 유지한다.
치수 단위와 면적 효과|classification,function,process,boundary||미터와 밀리미터의 수치를 맞추는 것만으로 크기 효과가 사라지지 않는다. 치수 단위와 면적 효과를 함께 보아 단면적 차이를 따로 반영한다.
인장면과 접착면 대응|classification,process,function||하중이 전달되는 부위와 분리면의 역할로 인장면과 접착면 대응을 정한다. 접착 시험의 비대칭 응력은 별도 조건으로 남긴다.
손상 사건 집계 방식|function,process,boundary||시편별 사건을 공정 단위의 빈도로 합칠 때 손상 사건 집계 방식을 명시한다. 같은 시편의 중복 측정을 독립 파손으로 세지 않는다.
금속과 고분자의 변형 차이|boundary,classification||시간 의존 변형이 다른 두 재료에는 같은 탄성 규칙을 쓸 수 없다. 금속과 고분자의 변형 차이는 전이 전에 확인해야 할 재료 경계다.
검사 등급 간 번역|classification,function,boundary||A·B·C와 경미·중대라는 표기를 판정 범위로 맞춰 검사 등급 간 번역을 수행한다. 문자 순서만 보고 결함 강도를 추정하지 않는다.
재현성 평가 요건|process,function,other|평가 구조|독립 장비, 다른 시점, 사전에 정한 합치 기준이 재현성 평가 요건이다. 이 세 요소를 여러 시험에 같은 평가 구조로 적용한다.
열과 시간의 등가 범위|classification,process,boundary||가속 온도를 실제 시간으로 환산할 수 있는 열과 시간의 등가 범위를 정한다. 상변화가 생기는 온도에서는 같은 식을 중단한다.
파단면 유형 대응|classification,process,function,boundary||취성면과 연성면의 특징을 영상 판독 범주에 연결해 파단면 유형 대응을 만든다. 혼합면은 어느 한쪽으로 강제하지 않는다.
잔여 수명 경보 조건|classification,function,process,boundary||누적 손상이 보수 기준에 가까워지면 잔여 수명 경보 조건이 점검을 요청한다. 경보 발생을 실제 파손 시점으로 기록하지 않는다.
쿠폰과 구조물의 크기 차이|boundary,classification,process||작은 시험편의 결함 분포는 대형 구조물에서 달라질 수 있다. 쿠폰과 구조물의 크기 차이를 검증하지 않으면 수명 규칙을 그대로 전이할 수 없다.
시편 계보 연결|classification,function,process||원료, 생산 배치, 절단 위치를 식별자로 잇는 시편 계보 연결은 서로 다른 시험이 같은 생산분을 썼는지 확인하게 한다.
관측값과 모형값의 구분|process,boundary,other|증거 구조|센서가 잰 값과 계산이 예측한 값은 근거의 성격이 다르다. 관측값과 모형값의 구분을 유지한 채 결론에서 비교한다.
속도 단위와 시편 길이|classification,function,process,boundary||분당 이동거리와 초당 변형률을 바꿀 때에는 시편 길이가 필요하다. 속도 단위와 시편 길이를 함께 반영해야 두 시험을 올바르게 대응할 수 있다.
압축과 인장 상태 대응|classification,process,boundary||초기 상태와 변형 단계를 기준으로 압축과 인장 상태 대응을 정한다. 압축에서 균열이 닫힐 수 있다는 특성은 따로 남긴다.
전이 검증 점검 순서|function,process,classification||원자료, 단위, 적용 범위를 차례로 보는 전이 검증 점검 순서는 변환 오류를 초기에 걸러 낸다.
모형 변경 시 계수 제한|boundary,process,function||선형 회귀의 계수는 임계값 모형에서 같은 역할을 하지 않는다. 모형 변경 시 계수 제한에 따라 새 모형을 다시 추정한다.
온도 구간 정의|classification,function,boundary||저온·상온·고온의 경계는 시험 목적에 따라 달라진다. 온도 구간 정의를 다른 산업에서 가져올 때에는 대상 범위를 다시 확인한다.
규칙 전이 검증 순환|process,function,other|검증 순환 구조|원천 규칙 선택, 목표 조건 변환, 예측, 반례 확인, 수정이 규칙 전이 검증 순환을 이룬다. 한 번의 성공으로 절차를 끝내지 않는다.
실험 수명과 현장 기간|function,process,boundary||가속 시험 시간을 실제 달력 기간으로 바꿀 때 사용률과 정지 시간을 나눠야 한다. 실험 수명과 현장 기간은 단순 배수로 같아지지 않는다.
경도와 강도의 대리 관계|classification,function,process,boundary||검증된 합금군에서는 경도와 강도의 대리 관계를 사용할 수 있다. 조성이 달라지면 관계를 새 표본으로 다시 보정한다.
시험 이력 통합|function,process,classification,boundary||하중, 온도, 보수 사건을 시간순으로 묶는 시험 이력 통합은 부품의 누적 상태를 계산하는 데 쓰인다.
상관에서 인과로의 전이 제한|boundary,process,other|추론 구조|한 시험에서 두 지표가 함께 움직였다는 사실만으로 원인 관계를 정할 수 없다. 상관에서 인과로의 전이 제한은 다른 환경에서도 그대로 적용된다.
손상 단계 공통 분류|classification,function,process||초기, 진행, 임계 상태를 손상 단계 공통 분류로 묶는다. 각 단계의 측정 기준은 재료에 맞게 별도로 둔다.
국소 결함과 전체 실패|process,boundary,other|구성 관계 구조|국소 손상이 전체 파손에 기여하는 길을 국소 결함과 전체 실패의 관계로 표현한다. 한 결함만으로 부품 전체 상태를 확정하지 않는다.
면적 단위와 응력 구분|classification,function,process,boundary||제곱밀리미터와 제곱미터를 환산할 때 총하중과 응력을 섞으면 안 된다. 면적 단위와 응력 구분을 지켜 크기 다른 시험을 비교한다.
습열과 염수의 공통 경로|classification,process,function||수분 침투와 계면 약화는 두 환경에서 공유되는 단계다. 습열과 염수의 공통 경로를 연결하되 이온 반응은 염수 조건에 맞게 추가한다.
파손 위험 경보|function,process,boundary||관측값이 보수 기준을 넘으면 파손 위험 경보가 점검을 촉발한다. 경보 자체는 파손이 확인됐다는 뜻이 아니다.
집단 평균과 개별 부품|boundary,process,classification||집단에서 나타난 경향은 특정 부품의 확정 결과가 아니다. 집단 평균과 개별 부품의 차이를 지켜 개인 예측의 범위를 제한한다.
복합재 구성 역할|classification,function||기재, 보강재, 보호층을 기능별로 나눈 복합재 구성 역할은 새로운 적층 구조의 대응 대상을 정한다.
시험 설계의 공통 요소|process,classification,other|실험 설계 구조|대조, 처리, 반복, 판정이 시험 설계의 공통 요소다. 장비와 수치는 새 도메인의 연구 질문에 맞춰 정한다.
상대 응력 척도|function,process,boundary||하중을 항복강도에 대한 비율로 바꾼 상대 응력 척도는 다른 강도의 재료를 비교하게 한다. 항복 개념이 없는 재료에는 적용하지 않는다.
마모와 부식의 결합 과정|classification,process,boundary||표면 제거와 화학 반응이 서로 영향을 주는 마모와 부식의 결합 과정을 다른 복합 손상에 대응한다. 작용 순서는 새 환경에서 확인한다.
결측 검사 기록 보완|classification,function,process,boundary||빠진 시점을 표시한 뒤 추정값을 실제 측정과 구분하는 것이 결측 검사 기록 보완의 원칙이다. 추정치로 관측 공백을 숨기지 않는다.
실내 조건의 해양 적용 한계|boundary,process||실내의 일정 습도 규칙에는 염분, 자외선, 생물 부착이 빠져 있다. 실내 조건의 해양 적용 한계를 적어 추가 변수를 확인한다.
결함 심각도 공통 축|classification,function,process,boundary||크기, 위치, 성장성을 결함 심각도 공통 축으로 사용하면 검사법이 달라도 등급을 대응할 수 있다.
전제와 결론의 대응|process,boundary,other|논증 구조|시험 조건과 관찰이 허용하는 결론 범위를 전제와 결론의 대응으로 명시한다. 새 소재에서도 근거보다 큰 주장을 만들지 않는다.
에너지 단위의 크기 보정|classification,process,boundary||줄과 단위면적당 에너지는 다른 양이다. 에너지 단위의 크기 보정을 통해 시편 크기가 만든 차이를 숨기지 않는다.
재료별 균열 성장률|classification,function,process,boundary||하중 구간에 따른 성장률을 다른 재료로 옮길 때 재료별 균열 성장률을 새로 잰다. 원래 재료의 임계 구간을 그대로 복사하지 않는다.
검사 순서 결정 기준|function,process,classification||위험도와 접근성을 함께 고려한 검사 순서 결정 기준은 점검 우선순위를 정한다. 낮은 순위라고 검사를 면제하는 기능은 아니다.
생산라인 일반화 한계|boundary,function,process||한 라인의 특성이 산업 전체를 대표하지 않을 수 있다. 생산라인 일반화 한계에 따라 다른 라인의 독립 표본을 확인한다.
제조 공정 단계 대응|classification,function,process||혼합, 성형, 열처리, 마감의 기능을 기준으로 제조 공정 단계 대응을 정하면 공법이 달라도 같은 역할끼리 비교할 수 있다.
기본 규칙과 예외 처리|process,classification||기본 규칙, 적용 조건, 예외, 보류를 기본 규칙과 예외 처리의 구조로 나눈다. 다른 판정 체계에서도 이 구분을 유지한다.
온도 상승률과 총변화|classification,function,process,boundary||분당 변화와 시험 전체 변화량은 의미가 다르다. 온도 상승률과 총변화를 분리해 같은 모양의 수치를 혼동하지 않는다.
초음파와 영상의 위치 대응|classification,process,function||신호가 나온 위치와 실제 결함 위치를 기준으로 초음파와 영상의 위치 대응을 만든다. 두 장비의 해상도 차이는 보정한다.
유지보수 시점 제안|function,process,boundary||손상 추세와 남은 안전 여유를 함께 본 유지보수 시점 제안은 점검 일정을 돕는다. 자동 교체 명령과는 구분한다.
구형 재료식의 새 세대 적용|boundary,process||조성이 달라진 새 재료에 이전 회귀식을 바로 쓸 수 없다. 구형 재료식의 새 세대 적용에는 독립 검증이 필요하다.
원료 분류 계층|classification,function||원소, 합금계, 제품 등급을 원료 분류 계층으로 묶어 전이 대상이 같은 수준인지 확인한다.
경향과 필연의 구분|process,boundary,other|추론 경계 구조|빈도가 높아진다는 말과 반드시 생긴다는 말은 다르다. 경향과 필연의 구분을 모든 내구성 규칙에 적용한다.
재료별 시간 상수|function,process,boundary||반응 속도 모형이 다른 재료에는 같은 배율을 쓸 수 없다. 재료별 시간 상수를 새로 추정해 환산한다.
접합부와 적층부의 계면 역할|classification,process,function,boundary||계면의 하중 전달과 분리 경로를 기준으로 접합부와 적층부의 계면 역할을 대응한다. 층 수 차이는 별도로 처리한다.
시편 식별자 추적|function,process,classification||채취부터 파손 분석까지 시편 식별자 추적을 이어 가면 서로 다른 대상의 결과가 섞이는 일을 막을 수 있다.
단일 손상과 복합 손상|boundary,classification||여러 손상 기구가 함께 작동하면 한 기구의 법칙만으로 설명할 수 없다. 단일 손상과 복합 손상의 적용 범위를 구분한다.
증거 유형의 구분|classification,function,boundary||직접 측정, 대리 지표, 모형 예측을 증거 유형의 구분으로 나눈다. 도메인을 옮겨도 서로 다른 증거 수준을 같은 사실로 합치지 않는다.
입력 조건과 제약 순서|process,function,other|제약 구조|허용 범위, 금지 조건, 보정 규칙이라는 입력 조건과 제약 순서를 새 시험 장비에도 유지한다.
하중과 응력의 크기 보정|classification,function,process,boundary||시편 크기가 바뀌면 같은 힘도 다른 응력이 된다. 하중과 응력의 크기 보정을 통해 값을 직접 복사하지 않는다.
광학 신호와 전기 신호|function,process,boundary||변화를 감지한다는 역할로 광학 신호와 전기 신호를 대응한다. 신호 크기의 물리 단위는 서로 바꾸지 않는다.
결론의 적용 범위|function,process,boundary||시험한 조성, 온도, 시간 안에서만 문장을 만드는 것이 결론의 적용 범위 기능이다. 미검증 영역은 열린 범위로 남긴다.
실험용 시편과 출하품|boundary,classification,process||고품질 실험용 시편의 구성은 일반 제품과 다를 수 있다. 실험용 시편과 출하품의 차이를 확인한 뒤 모집단을 전환한다.
파손 원인 범주|classification,function,process||재료, 공정, 사용, 측정 요인을 파손 원인 범주로 나누면 조사 체계가 달라도 같은 수준끼리 대응할 수 있다.
검사 판정과 보류 구간|process,classification,other|진단 구조|탐지값, 임계선, 보류구간, 확인 시험이 검사 판정과 보류 구간의 공통 구조를 이룬다. 모호한 값을 즉시 양성이나 음성으로 넣지 않는다.
게이지압과 절대압|function,process,boundary||대기압 기준의 값과 절대 기준의 값은 다르다. 게이지압과 절대압을 구분한 뒤 장비 사이 결과를 비교한다.
열처리와 시효의 공정 경로|classification,process,function||가열, 유지, 냉각, 조직 안정의 순서를 열처리와 시효의 공정 경로로 연결한다. 각 단계의 시간은 재료별로 정한다.
시험 종료 판단|classification,function,process,boundary||안전 한계와 자료 충분성을 확인해 시험 종료 판단을 내린다. 단순한 불편을 중단 근거로 삼지 않는다.
장비 효과와 재료 효과|boundary,process||기계가 달라진 시점의 차이를 재료 특성으로 읽으면 안 된다. 장비 효과와 재료 효과를 교차 시험으로 분리한다.
산업 규격의 목적 대응|classification,function,boundary||항공, 자동차, 건축 기준이 다루는 목적과 범위를 산업 규격의 목적 대응으로 정리한다. 목적이 다른 규격을 서로 대체하지 않는다.
가설 검증과 반례 수정|process,function,other|과학 추론 구조|규칙 제안, 예측, 독립 시험, 반례 반영이 가설 검증과 반례 수정의 순서를 이룬다. 이 절차를 새 재료 연구에도 유지한다.
농도 표현 방식|classification,function,process,boundary||질량비와 몰비는 같은 숫자라도 조성이 다를 수 있다. 농도 표현 방식을 확인하고 환산한 뒤 결과를 연결한다.
미세조직과 성능의 연결|classification,process,boundary||조직 특징과 성능 지표의 관계를 다른 합금에 옮길 때 미세조직과 성능의 연결을 새 표본으로 확인한다.
결함 재검사 절차|function,process,classification||첫 판독, 독립 확인, 불일치 조정을 포함한 결함 재검사 절차는 한 관찰자의 오류가 최종 판정을 지배하지 않게 한다.
단기 관찰의 장기 해석|boundary,classification||짧은 시험에서 실패가 없었다고 장기간 무고장을 보장할 수 없다. 단기 관찰의 장기 해석에는 관찰기간의 경계를 둔다.
부품 기능 역할 대응|classification,function,process||하중 지지, 밀봉, 보호라는 기능으로 부품 기능 역할 대응을 만들면 제품 구조가 달라도 전이 단위를 정할 수 있다.
조건부 결과 적용|process,boundary,other|조건 규칙 구조|전제 조건이 충족될 때만 결과를 쓰는 조건부 결과 적용을 모든 시험 규칙에 보존한다.
회전수와 하중 주기|function,process,boundary||한 회전에 여러 하중 사건이 생기는 장비가 있다. 회전수와 하중 주기를 일대일로 환산하기 전에 사건 수를 확인한다.
열화와 회복의 전이 경로|classification,process,function||손상 누적 뒤 개입으로 회복되는 열화와 회복의 전이 경로를 다른 재료에 적용한다. 가역 범위는 새로 측정한다.
데이터 품질 경보|function,process,boundary||결측, 센서 포화, 교정 이탈을 찾으면 데이터 품질 경보가 규칙 적용을 멈춘다. 문제를 고친 뒤 분석을 재개한다.
시뮬레이션과 실험 증거|boundary,classification,function||계산 예측은 실제 관측과 같은 증거가 아니다. 시뮬레이션과 실험 증거를 분리하고 검증되지 않은 계산을 성능 사실로 쓰지 않는다.
시편 상태 코드 대응|classification,function,process,boundary||준비, 시험 중, 손상, 종료 상태를 공통 코드로 만든 시편 상태 코드 대응은 장비 사이 기록을 연결한다.
경쟁 원인 비교|process,function,other|설명 구조|여러 원인이 같은 관찰을 만들 수 있을 때 경쟁 원인 비교를 통해 설명을 가를 추가 시험을 설계한다.
절대 변형과 변형률|classification,function,process,boundary||늘어난 길이와 원래 길이에 대한 비율은 다른 양이다. 절대 변형과 변형률을 구분해 크기가 다른 시편을 비교한다.
결정립계와 층간 경계 역할|classification,process,boundary||내부 경계가 하중 경로를 바꾼다는 기능으로 결정립계와 층간 경계 역할을 대응한다. 세부 형상까지 복사하지 않는다.
보수 기준과 조치|function,process,classification||손상 상태를 위험 등급과 연결한 보수 기준과 조치는 점검 또는 교체 절차를 선택하게 한다.
상대위험과 실제 빈도|boundary,process||위험비가 커도 실제 결함 수는 적을 수 있다. 상대위험과 실제 빈도를 함께 제시해 결과를 과장하지 않는다.
시험 목적별 증거 수준|classification,function,boundary||탐색, 인증, 수명 예측을 시험 목적별 증거 수준으로 구분한다. 목적이 다른 연구 결과가 서로 대체 가능한지 이 기준으로 판단한다.
기준선과 변화량 해석|process,boundary,other|변화 평가 구조|시작 상태와 후속 상태의 차이를 개입 효과와 자연 변동으로 나눠 보는 것이 기준선과 변화량 해석의 구조다.
전류와 전류밀도|function,process,boundary||총전류와 면적당 전류는 직접 비교할 수 없다. 전류와 전류밀도를 구분해 크기가 다른 부식 시험을 연결한다.
공극에서 균열로의 경로|classification,process,boundary,function||공극이 응력을 모아 균열로 이어지는 공극에서 균열로의 경로를 다른 재료에서 조건부로 검증한다.
검사 결과 인계|function,process,classification,boundary||판정, 근거, 보류 조건을 함께 넘기는 검사 결과 인계는 다음 공정에서 요약 때문에 의미가 빠지는 일을 막는다.
대표표본과 편의표본|boundary,classification||쉽게 구한 시편이 전체 생산품을 대표하지 않을 수 있다. 대표표본과 편의표본을 구분해 일반화 범위를 정한다.
환경 조건 계층|classification,function,process||온도, 습도, 염분, 하중을 환경 조건 계층으로 나누면 전이할 규칙의 조건 수준을 맞출 수 있다.
증거가 허용하는 주장|function,process,boundary,other|근거 구조|관찰이 직접 지지하는 범위만 증거가 허용하는 주장으로 남긴다. 도메인이 바뀌어도 근거보다 큰 결론을 만들지 않는다.
진동 주파수의 구조 의존성|classification,function,process,boundary||부품의 고유진동수가 다르면 같은 주파수의 효과도 달라진다. 진동 주파수의 구조 의존성을 반영해 값을 전이한다.
윤활과 코팅의 마찰 저감 역할|classification,process,function||마찰을 줄인다는 기능으로 윤활과 코팅의 마찰 저감 역할을 대응한다. 지속시간과 손상 경로는 따로 잰다.
이상치 검토 절차|function,classification,boundary||원자료 확인, 조건 점검, 재측정, 보류라는 이상치 검토 절차를 따라 예외를 처리한다.
집단 수명과 개별 예측|boundary,process||집단 평균 수명은 특정 부품의 정확한 교체 날짜가 아니다. 집단 수명과 개별 예측의 경계를 지켜 불확실성을 남긴다.
조직 상태 공통 분류|classification,function,process,boundary||결정상, 비정질, 혼합상을 조직 상태 공통 분류로 나누어 시험 결과를 구조별로 연결한다.
부재와 미관측의 구별|classification,process,boundary,other|정보 상태 구조|검사해 결함이 없었던 경우와 검사하지 않은 경우는 다르다. 부재와 미관측의 구별을 모든 자료에서 유지한다.
총 질량 손실과 면적당 손실|function,process,boundary||시편 전체가 잃은 양과 단위면적 손실률을 나눠야 한다. 총 질량 손실과 면적당 손실을 구분해 크기 효과를 보정한다.
열피로와 기계피로|classification,process,boundary,function||반복 입력과 누적 손상이라는 구조로 열피로와 기계피로를 대응한다. 입력을 만드는 물리 원인은 분리한다.
독립 검증 표본 선택|function,process,classification,boundary||원천 규칙과 다른 배치와 조건을 고르는 독립 검증 표본 선택은 전이 성능을 내부 반복과 분리해 시험한다.
정상 저하와 기능 고장|boundary,classification||경미한 성능 저하와 기능 상실은 같은 실패가 아니다. 정상 저하와 기능 고장의 판정 경계를 명시한다.
내구 지표의 목적별 구분|classification,function,boundary||수명, 강도, 손상률, 회복률을 내구 지표의 목적별 구분에 따라 나눈다. 서로 대체할 수 있는 범위도 함께 정한다.
반례를 반영한 규칙 갱신|process,function,other|규칙 갱신 구조|오류 확인, 범위 축소, 새 조건 명시, 재검증이 반례를 반영한 규칙 갱신의 순서다.
반복수와 운전 시간|classification,function,process,boundary||기계가 멈춘 시간과 실제 가동률을 반영해야 한다. 반복수와 운전 시간을 단순히 같은 비율로 환산하지 않는다.
기재와 보호층의 역할|classification,process,function||지지체와 차단층이라는 기능으로 기재와 보호층의 역할을 다른 복합체에 대응한다. 접합 방식은 새 구조에 맞춰 지정한다.
분석 보고의 추적 순서|function,process,boundary||원자료 검증, 분석, 제한 명시, 결론 인계를 분석 보고의 추적 순서로 유지하면 전이 과정의 근거를 되짚을 수 있다.
실험 규칙의 적용 범위|boundary,process||검증된 재료군과 조건을 벗어나면 실험 규칙의 적용 범위도 끝난다. 새 시험 없이 결론을 확장하지 않는다.
균열 개수와 면적 밀도|classification,function,process,boundary||전체 개수와 단위면적당 개수를 나눈 균열 개수와 면적 밀도는 크기가 다른 시편의 손상 등급을 연결한다.
관계 방향 보존|process,boundary,other|관계 구조|하중이 손상에 영향을 주는 경로를 옮길 때 원인과 결과의 자리를 유지한다. 관계 방향 보존은 반대 방향의 주장으로 바뀌는 오류를 막는다.
응력 진폭과 평균응력|function,process,boundary||최대와 최소 응력에서 진폭을 계산하더라도 평균 수준의 효과는 남는다. 응력 진폭과 평균응력을 함께 반영한다.
적층 계면과 용접부|classification,process,boundary,function||결합부가 하중을 전달한다는 역할로 적층 계면과 용접부를 대응한다. 결함이 생기는 기구는 서로 구분한다.
원자료와 변환 이력|function,process,classification,boundary||변환 전 값, 단위, 교정 기록을 원자료와 변환 이력으로 함께 보존하면 다른 도메인에서도 재분석할 수 있다.
관측 빈도와 실제 발생률|boundary,classification||검사 민감도가 다르면 발견된 수가 실제 결함 수와 같은 비율이 아니다. 관측 빈도와 실제 발생률을 구분한 뒤 환경을 비교한다.
시험 장비 기능 분류|classification,function,process||하중 발생, 환경 제어, 신호 측정의 역할로 시험 장비 기능 분류를 만들면 새로운 장비 구성과 대응할 수 있다.
오차 범위의 단계별 전파|process,function,boundary||입력 측정의 불확실성이 환산과 예측을 거치며 커지는 과정을 오차 범위의 단계별 전파로 기록한다. 각 단계의 상한과 하한은 다음 계산에 넘길 경계로 사용한다.
접촉면 압력의 크기 효과|classification,process,boundary||작은 압입 시험의 국소 압력은 넓은 접촉부의 전체 힘과 다르다. 접촉면 압력의 크기 효과를 반영하지 않고 값을 전이하지 않는다.
