concept|relations|other_type|text
경화 온도 미상군|classification,attribute,other|정보 결측|공정 기록이 빠진 사례는 경화 온도 미상군으로 남겨야 한다. 낮은 성능을 임의의 온도 탓으로 돌리면 결측을 관측값처럼 쓰게 된다.
인장강도 계층표본|classification,comparison,attribute||제품 등급별 실제 출하 비중을 따라 뽑은 인장강도 계층표본은 소량의 고급재가 전체 평균을 지배하는 일을 막는다.
동일 로트 복제측정|classification,attribute,boundary||같은 생산분을 되풀이해 잰 동일 로트 복제측정은 측정 반복성을 점검하는 자료다. 서로 다른 로트의 변동이나 외적 대표성을 입증하는 자료와는 구별해야 한다.
미세공극 증가선|comparison,attribute,boundary||압력이 높을수록 공극이 늘어난 네 관측점을 미세공극 증가선으로 요약했다. 관측 수준이 적으므로 범위 밖에서도 같은 비율이 유지된다고 단정할 수 없다.
파단면 판독 경계|boundary,classification,attribute||취성과 연성의 판단이 검사자마다 엇갈리는 사례가 파단면 판독 경계에 놓인다. 어느 쪽으로 억지 배정하지 말고 불확실 표본으로 표시해야 한다.
코팅 두께 대비군|comparison,boundary,classification||기재를 같게 두고 코팅 두께만 달리한 시편이 코팅 두께 대비군이다. 이 비교는 기재 차이를 두께 효과로 잘못 읽을 가능성을 줄인다.
장기 부식 미완결값|attribute,boundary,other|검열 자료|시험 종료 때도 파손되지 않은 시편의 장기 부식 미완결값은 정확한 수명이 아니다. 관찰 기간보다 오래 버텼다는 하한 정보로 다뤄야 한다.
재현 시험 합치율|classification,comparison,attribute,boundary||같은 장비 설정을 공유한 반복 시험에서 재현 시험 합치율이 높게 나왔다. 이는 내부 일관성의 근거이지만 독립 조건에서도 재현된다는 증거는 아니다.
극저온 예외 시편|boundary,classification,attribute||상온 경향과 다른 극저온 예외 시편은 먼저 측정 오류 여부를 확인한다. 오류가 아니라면 기존 규칙이 적용되는 온도 범위를 좁혀야 한다.
하중 단계 응답차|comparison,attribute,boundary||낮은 하중에서 일정했던 차이를 하중 단계 응답차로 기록했다. 고하중 구간에서 양상이 달라졌으므로 전 범위의 비례 관계로 이어 붙일 수 없다.
표본 크기 안정구간|comparison,boundary,attribute||시편을 더 넣어도 추정치가 거의 변하지 않는 범위가 표본 크기 안정구간이다. 흔한 결과의 안정성을 보여 줄 뿐 희귀 결함이 없음을 보증하지 않는다.
제조일 순번 편향|boundary,classification,attribute||하루의 첫 생산품만 모으면 제조일 순번 편향이 생긴다. 공정의 시간대별 변동을 대표하려면 이후 생산 시점도 추출 범위에 넣어야 한다.
탄성 회복 평균|comparison,attribute,boundary||처리군의 탄성 회복 평균은 더 높았지만 두 군의 신뢰 구간이 크게 겹쳤다. 우월성을 확정하기보다 차이의 불확실성을 함께 보고하는 편이 맞다.
소성 변형 꼬리값|comparison,boundary,attribute||몇 개의 큰 값이 평균을 끌어올린 자료에서는 소성 변형 꼬리값을 중앙 범위와 따로 살핀다. 그래야 극단 사례를 전형적 거동으로 오해하지 않는다.
환경습도 누락축|attribute,boundary,other|누락 조건|시험 기록에 습도가 없어서 부식 차이를 조건별로 나눌 수 없다. 환경습도 누락축은 가능한 설명을 남기지만 관측된 재료 속성은 아니다.
배치별 층화추정|classification,comparison,attribute||각 배치의 생산량을 가중한 배치별 층화추정은 표본이 많이 뽑힌 소규모 배치가 전체 결과를 과대표현하지 않게 한다.
초기 강도 기저율|classification,comparison,attribute,boundary||결함군의 초기 강도 기저율이 낮다면 소수 시편의 개선이 비율상 크게 보일 수 있다. 변화율과 시작 수준을 함께 봐야 품질 개선을 과장하지 않는다.
열충격 반복 추세|comparison,attribute,boundary||열 번째 반복까지 뚜렷한 감소를 열충격 반복 추세로 확인했다. 그 뒤 자료가 없으므로 감소가 멈추는 시점은 추정 범위 밖이다.
광학 검사 회색대|boundary,classification,attribute||합격과 불합격 판독이 갈리는 흠집은 광학 검사 회색대에 둔다. 확정 사례 수에 넣기 전에 판정자 간 합의 절차가 필요하다.
교차 실험 대표군|classification,comparison,attribute,boundary||세 원료와 두 온도의 모든 조합을 포함한 교차 실험 대표군은 조합 편향을 줄인다. 시험하지 않은 냉각 방식의 결과까지 대표하지는 않는다.
수분 흡수 변동폭|comparison,attribute,boundary||평균 증가량보다 수분 흡수 변동폭이 더 컸다. 따라서 증가 방향은 약한 경향으로 말할 수 있지만 모든 재료의 필연적 특성으로 만들 수 없다.
기계 가공 흔적군|classification,boundary,attribute||균열이 기계 가공 흔적군에 집중되었다면 합금 조성과 표면 가공의 영향을 분리해야 한다. 그 전에는 합금 전체의 약점으로 일반화하지 않는다.
센서 포화 관측치|attribute,boundary,other|측정 한계|측정 상한에 걸린 센서 포화 관측치는 실제 최고값을 알려 주지 않는다. 상한 이상이라는 제한된 정보로만 분석에 넣는다.
세대별 합금 비교|classification,comparison,attribute,boundary||조성과 제조 설비가 함께 바뀐 세대별 합금 비교에서는 성능 차이의 원인을 하나로 좁힐 수 없다. 성분 효과를 말하려면 설비 조건을 분리해야 한다.
휘어짐 빈도 경향|comparison,attribute,boundary||최근 배치에서 휘어짐 빈도 경향이 낮아졌지만 표본 수도 절반으로 줄었다. 개선 방향과 추정의 신뢰도를 따로 제시해야 한다.
마모 시험 중도탈락|attribute,boundary,other|선택적 탈락|심하게 손상된 시편이 먼저 빠졌다면 마모 시험 중도탈락은 무작위 결측이 아니다. 남은 시편만으로 평균 수명을 계산하면 결과가 낙관적으로 치우친다.
고강도 하위집단|classification,boundary,attribute||특정 처리군 안에 고강도 하위집단이 많더라도 처리군 전체가 같은 성질을 갖는 것은 아니다. 별도 공정 조건과 연결되는 부분 집단인지 확인해야 한다.
반복 압축 변이계수|comparison,attribute,boundary||평균 수준이 다른 재료의 상대적 산포는 반복 압축 변이계수로 비교할 수 있다. 이 비율을 실제 측정 단위의 절대 오차로 해석하면 안 된다.
실험실 간 보정차|comparison,boundary,attribute||처리 효과보다 실험실 간 보정차가 컸다. 기관별 편차를 조정한 뒤에도 순위가 유지되는지 보기 전에는 재료 등급을 일반화할 수 없다.
불완전 냉각 기록|attribute,boundary,other|공정 기록 공백|종료 온도만 남은 불완전 냉각 기록으로는 냉각 속도를 복원할 수 없다. 추정한 속도는 직접 측정과 구분해 표시한다.
분말 입도 표본층|classification,attribute,boundary||굵기 구간마다 따로 뽑은 분말 입도 표본층은 작은 입자가 많은 채취 지점의 치우침을 완화한다. 다만 설정한 구간 밖 입도는 대표하지 않는다.
주기 하중 임계대|comparison,boundary,attribute||파손률이 빠르게 변하는 주기 하중 임계대에서는 관측점 사이를 단순 직선으로 잇기 어렵다. 측정하지 않은 지점을 정확한 임계값처럼 제시하지 않는다.
외관 무결점 기저군|classification,attribute,boundary||육안상 흠이 없는 시편을 외관 무결점 기저군으로 묶었다. 내부 결함까지 검사한 것은 아니므로 외관 합격률을 구조 건전성의 비율로 넓힐 수 없다.
표준편차 축소현상|comparison,attribute,boundary||같은 로트를 반복 측정할 때 표준편차 축소현상이 나타났다. 이는 측정 조건의 일관성을 시사하지만 생산 공정 전체가 균일해졌다는 뜻은 아니다.
가속 노화 환산값|attribute,boundary,other|모델 환산|온도 모형으로 계산한 가속 노화 환산값은 실제 사용 수명의 직접 관측이 아니다. 모형이 검증된 조건과 함께 제시해야 한다.
희귀 박리 탐지군|classification,boundary,attribute||표본에서 두 건 확인된 희귀 박리 탐지군은 결함 유형이 존재한다는 근거가 된다. 발생률을 정밀하게 정하기에는 사례 수가 부족하다.
압연 방향 대비값|comparison,attribute,boundary||세로와 가로의 압연 방향 대비값이 달랐다. 따라서 재료의 강도를 하나의 수치로만 일반화하지 말고 방향 조건을 규칙에 포함해야 한다.
열처리 시간 구간|classification,comparison,boundary||분석을 위해 열처리 시간 구간을 짧음·중간·김으로 나눴다. 이 구획은 편의적 분류이지 재료 반응에 존재하는 자연 경계라는 증거는 아니다.
미검출 결함 가능성|boundary,attribute,other|탐지 한계|검사 해상도보다 작은 흠은 보이지 않을 수 있다. 미검출 결함 가능성 때문에 관측된 결함이 없다는 결과를 실제 무결함과 같게 취급할 수 없다.
원료 공급처 군집|classification,attribute,boundary||특정 성능과 원료 공급처 군집이 함께 나타나도 공급처 내부의 조성 차이를 먼저 확인해야 한다. 공급처 이름 자체를 원인으로 정하면 안 된다.
동적 탄성 회귀선|comparison,attribute,boundary||관측 범위의 평균 관계를 동적 탄성 회귀선이 요약한다. 개별 시편이 모두 선 위에 놓이거나 범위 밖에서도 같은 관계가 이어진다는 규칙은 아니다.
표본 재가중 결과|classification,comparison,attribute||목표 모집단의 구성에 맞춘 표본 재가중 결과가 단순 평균과 달랐다. 이 차이는 채취 비율의 편향을 드러내며 대표값은 목표 비중을 따라야 한다.
낮은 하중 평탄부|comparison,boundary,attribute||관측한 낮은 하중 평탄부에서는 반응 변화가 거의 없었다. 더 큰 하중에서도 영향이 없다고 말하려면 별도의 측정이 필요하다.
미세균열 판독불일치|boundary,classification,attribute||검사자마다 결과가 달라지는 미세균열 판독불일치는 판정 기준이 흔들린다는 신호다. 확정 결함률과 합의도를 따로 보고해야 한다.
예비 시험 상승률|comparison,attribute,boundary||열두 시편에서 관찰한 예비 시험 상승률은 본시험 가설을 세우는 데 쓸 수 있다. 작은 표본의 수치를 확정 성능처럼 보고하지 않는다.
응력 완화 추정구간|comparison,attribute,boundary||반복 표본의 산포를 반영한 응력 완화 추정구간은 새 시편이 가질 수 있는 범위를 보여 준다. 중심값 하나보다 일반화의 불확실성을 잘 드러낸다.
결측 로트 대체값|attribute,boundary,other|결측 대치|인접 배치 평균으로 채운 결측 로트 대체값은 실제 관측치가 아니다. 표시를 분리하고 그 값을 뺀 민감도 분석도 함께 확인한다.
다축 하중 혼합표본|classification,boundary,attribute||여러 방향의 반응이 섞인 다축 하중 혼합표본에 단축 시험의 경향을 그대로 적용할 수 없다. 결론에는 실제 하중 조합을 조건으로 붙인다.
표면 조도 사분위|classification,comparison,attribute,boundary||분포를 네 구간으로 요약한 표면 조도 사분위는 극단값의 영향을 줄인다. 같은 사분위 안의 연속적인 차이까지 사라지는 것은 아니다.
저주파 피로 반복군|classification,attribute,boundary||같은 주파수에서 얻은 측정만 저주파 피로 반복군에 포함했다. 고주파 장비에서 생기는 발열 조건까지 이 결과로 대표할 수 없다.
급격 파단 전조율|comparison,attribute,boundary||센서 이상이 파단보다 먼저 포착된 비율이 급격 파단 전조율이다. 일부 사례의 선행 신호를 모든 파단의 예측 가능성으로 확대하면 안 된다.
비파괴 검사 음영대|boundary,classification,attribute||형상 때문에 신호가 약한 비파괴 검사 음영대는 결함이 없다고 판정할 수 없는 위치다. 무결함군이 아니라 보류 범주로 둔다.
소수 고성능 군집|classification,boundary,attribute||평균보다 크게 높은 소수 고성능 군집이 확인되었다. 전체 재료의 속성으로 합치기 전에 별도 공정 조건을 공유하는 하위집단인지 살펴야 한다.
열팽창 측정오차|attribute,boundary,other|측정 오차|예상한 재료 차이와 열팽창 측정오차의 크기가 비슷하다. 이 조건에서는 순위를 확정하지 말고 반복 측정의 결론으로 남긴다.
세척 전후 쌍비교|comparison,attribute,boundary||같은 시편을 잰 세척 전후 쌍비교는 개체 차이를 줄인다. 세척하지 않은 대조군이 없으므로 시간 경과와 세척 효과는 아직 분리되지 않는다.
고습 환경 국소추세|comparison,boundary,attribute||습도 80퍼센트 이상에서만 고습 환경 국소추세가 나타났다. 건조 조건까지 포괄하는 재료 규칙이 아니라 관측 환경에 한정된 경향이다.
제조 설비 혼입효과|boundary,classification,attribute||새 합금이 한 설비에서만 생산되어 합금 종류와 장비가 함께 바뀌었다. 제조 설비 혼입효과를 제거할 교차 표본이 있어야 합금 효과를 분리할 수 있다.
관찰 창 절단수명|attribute,boundary,other|관찰 기간 제한|시험이 끝날 때까지 버틴 시편의 관찰 창 절단수명은 정확한 파손 시점이 아니다. 최소 생존 시간이라는 검열 정보로 기록한다.
다온도 반응 순위|classification,comparison,attribute,boundary||온도에 따라 재료 순서가 달라지는 다온도 반응 순위가 관찰됐다. 온도 조건을 빼고 한 재료가 항상 우수하다고 정리할 수 없다.
표면 처리 기저차|comparison,boundary,attribute||시험 전부터 표면 처리 기저차가 존재했다. 처리 뒤의 격차 전부를 처치 효과로 세지 말고 시작 상태를 보정해야 한다.
피복재 박리 간격|comparison,attribute,boundary||박리 사이의 거리를 잰 피복재 박리 간격은 구간별 변동이 컸다. 평균 간격만으로 일정한 주기의 결함이라고 결론 내리기 어렵다.
고속 촬영 누락프레임|attribute,boundary,other|자료 누락|균열이 고속 촬영 누락프레임 사이에서 시작됐다. 정확한 한 시각으로 채우지 말고 두 관측 시각 사이의 구간으로 남긴다.
강도 등급 경계값|boundary,classification,comparison||강도 등급 경계값 부근의 시편은 작은 측정오차만으로 등급이 달라진다. 인접 등급을 큰 물성 차이로 해석하지 않는다.
원형 시편 대표성|classification,attribute,boundary||곡면 부품의 응력 분포 일부는 원형 시편 대표성으로 뒷받침된다. 각진 실제 부품의 모서리 집중까지 포함하는 증거는 아니다.
분산 안정화 시점|comparison,attribute,boundary||추가 표본의 산포가 비슷해지기 시작한 분산 안정화 시점을 확인했다. 새로운 공급 로트가 들어오면 같은 안정성이 유지되는지 다시 평가해야 한다.
부식 전위 역전 현상|comparison,boundary,attribute||특정 용액에서만 부식 전위 역전 현상이 나타났다. 재료의 보편적 서열이 아니라 용액 조건과 재료가 상호작용한 결과로 요약한다.
미세조직 판정자 효과|boundary,classification,attribute||검사자에 따라 조직 분류가 크게 달라지는 미세조직 판정자 효과가 확인됐다. 유형별 빈도를 비교하기 전에 판독 기준을 맞추고 불일치 사례를 분리한다.
시험대 진동 공변량|attribute,boundary,other|교란 후보|파손 시점과 함께 변한 시험대 진동 공변량은 잠재적 교란 요인이다. 인과가 확인되지 않았으므로 보정 전후 결과를 나란히 제시한다.
장기 추세 완만화|comparison,attribute,boundary||기간 후반에 장기 추세 완만화가 보인다. 초기 감소율을 전체 기간에 일정하게 적용하면 후반 변화를 놓치게 된다.
소재 두께별 가중 비율|classification,comparison,attribute||얇은 층과 두꺼운 층의 모집단 비중을 반영한 소재 두께별 가중 비율로 결과를 합산했다. 이 방식은 채취 수가 많은 두께가 평균을 지배하지 않게 한다.
결함 없는 관측기간|boundary,attribute,classification||문제가 보이지 않았던 결함 없는 관측기간은 그 시간 범위의 상태를 뜻한다. 이후에도 결함이 생기지 않는다는 보장은 아니다.
혼합 원료 추적불능|attribute,boundary,other|출처 불명|공급처를 확인할 수 없는 혼합 원료 추적불능 시편은 출처별 분석에서 분리한다. 임의 공급처에 배정하면 빈도를 왜곡한다.
냉각 속도 비선형성|comparison,attribute,boundary||중간 구간에서 변화가 급해지는 냉각 속도 비선형성이 관찰됐다. 두 끝점을 곧바로 이어 중간 구간까지 나타낼 수는 없다.
조립 응력 이질집단|classification,boundary,attribute||체결 방식이 다른 부품이 조립 응력 이질집단에 함께 들어 있다. 하나의 평균으로 공통 재료 규칙을 만들기 전에 방식별 반응을 나눠야 한다.
내마모성 순위교차|comparison,boundary,attribute||하중이 달라지자 내마모성 순위교차가 생겼다. 재료의 우열은 어느 하중에서 비교했는지를 뺀 채 말할 수 없다.
반복 시험 학습효과|attribute,boundary,other|절차 영향|검사자가 뒤 표본에서 조작에 익숙해졌다면 반복 시험 학습효과가 결과에 섞일 수 있다. 재료 효과와 시험 순서를 함께 점검해야 한다.
시편 위치 균형추출|classification,attribute,boundary||판재 가장자리와 중앙을 함께 포함한 시편 위치 균형추출은 국소 결함을 놓칠 위험을 낮춘다. 판재 밖의 다른 형상까지 대표하는 것은 아니다.
극단 온도 소수군|classification,boundary,attribute||여섯 사례로 이뤄진 극단 온도 소수군은 이상 거동이 존재한다는 신호를 준다. 온도별 발생률을 정밀하게 추정하기에는 표본이 적다.
인장 속도 반응차|comparison,attribute,boundary||재료마다 인장 속도 반응차가 달랐다. 한 속도에서 얻은 성능을 모든 시험 규격에 그대로 옮길 수 없다.
품질 검사 생존편향|boundary,classification,attribute||초기 검사에서 탈락한 시편이 내구성 시험에 들어오지 않았다. 이 품질 검사 생존편향을 무시하면 후속 평균이 실제보다 높아진다.
마이크로경도 보간값|attribute,boundary,other|보간 추정|측정점 사이를 계산으로 채운 마이크로경도 보간값은 직접 관측이 아니다. 국소 급변이 없다는 가정이 성립하는 구간에서만 사용한다.
복합재 층간 비교|classification,comparison,attribute,boundary||방향과 재료가 다른 각 층을 다룬 복합재 층간 비교는 층별 특성을 보여 준다. 전체 판의 평균 성능과 같은 개념으로 합치면 안 된다.
통계적 유의 비경계|boundary,comparison,attribute||기준값을 조금 넘고 못 넘는 결과 사이에 통계적 유의 비경계가 있다. 유의 여부를 실제 효과의 존재와 부재를 가르는 물리적 벽처럼 다루지 않는다.
제어군 열화 기울기|comparison,attribute,boundary||처리군과 함께 제어군 열화 기울기도 낮아졌다. 공통 환경 변화가 있었는지 확인한 뒤에야 처리의 고유 효과를 추정할 수 있다.
비정상 신호 제외규칙|classification,boundary,attribute||결과를 보기 전에 비정상 신호 제외규칙을 정해야 한다. 분석 뒤 불리한 표본만 골라 빼는 선택적 제외를 막는 경계다.
미세누설 탐지하한|attribute,boundary,other|검출 한계|미세누설 탐지하한보다 작은 값은 0으로 확인된 것이 아니다. 검출할 수 없는 작은 범위로 남겨 무누설 사례와 구분한다.
가공 방향 층화평균|classification,comparison,attribute||방향별 표본 수 대신 실제 부품의 방향 비중을 반영한 가공 방향 층화평균이 모집단 성능을 더 알맞게 요약한다.
파손 시간 중앙구간|comparison,attribute,boundary||절반의 시편이 들어가는 파손 시간 중앙구간은 몇 개의 장수 표본에 덜 흔들린다. 전체 분포의 꼬리까지 설명하는 값은 아니다.
응력 집중 형상효과|boundary,attribute,classification||특수 형상의 시편에서 응력 집중 형상효과가 생겼다. 그 파손을 평판 재료의 고유 약점으로 그대로 일반화해서는 안 된다.
원료 습도 기록 공백|attribute,boundary,other|환경 기록 공백|원료 습도 기록 공백 때문에 흡수율 차이가 어떤 조건에서 생겼는지 특정할 수 없다. 해당 배치의 결론에는 이 제한을 명시한다.
세라믹 기공 군집도|comparison,attribute,boundary||파단이 잦은 시편에서 세라믹 기공 군집도가 높았다. 군집도가 원인인지 다른 소성 조건을 나타내는 표지인지는 별도 시험이 필요하다.
기준 시편 드리프트|comparison,boundary,attribute||기간 후반에 기준 시편 드리프트가 확인됐다. 시간대별 값을 한 분포로 합치기 전에 측정 체계의 이동을 보정할 수 있는지 검토한다.
중복 채취 표본비|classification,attribute,boundary||같은 위치에서 다시 뽑힌 중복 채취 표본비가 높다. 자료 행 수를 모두 독립 표본으로 세면 유효 표본 수와 신뢰도를 과대평가한다.
마모 입자 관찰률|comparison,attribute,boundary||필터에 붙은 입자의 비율인 마모 입자 관찰률은 장비가 포착한 범위를 말한다. 빠져나간 작은 입자를 포함한 총 발생률과는 다르다.
비교 불가 단위군|boundary,classification,comparison||시험 규격마다 단위와 기준 면적이 달라 비교 불가 단위군으로 분리했다. 동일 기준으로 환산하기 전에는 하나의 분포로 합치지 않는다.
시효 처리 반응범위|comparison,attribute,boundary||시편별 시효 처리 반응범위가 넓었다. 평균 개선만 제시하지 말고 악화된 사례의 비율도 함께 보여 줘야 일률적 효과라는 오해를 피할 수 있다.
현미경 배율 선택효과|attribute,boundary,other|관측 절차 영향|작은 결함의 탐지율은 현미경 배율 선택효과에 따라 달라진다. 배율이 다른 검사에서 얻은 빈도를 그대로 비교하지 않는다.
표본 교환 재현성|classification,comparison,attribute,boundary||같은 시편을 두 기관이 잰 표본 교환 재현성은 측정 합치도를 평가한다. 서로 다른 생산분의 대표성과는 별개다.
균열 진행 정체구간|comparison,boundary,attribute||시험 중 균열 진행 정체구간이 관찰됐다. 종료 뒤 다시 성장할 가능성이 있으므로 영구 정지라는 규칙으로 넓힐 수 없다.
박막 부착력 하위군|classification,attribute,boundary||세정 공정이 다른 사례를 박막 부착력 하위군으로 분리했다. 이 경향은 전체 코팅의 고정 속성보다 공정 조건에 의존한 결과다.
연속 측정 자기상관|comparison,boundary,other|자료 의존성|이웃 시점의 값이 닮은 연속 측정 자기상관이 높다. 백오십 기록을 백오십 개 독립 증거로 세지 말고 자료 의존성을 반영해야 한다.
급랭 시편 과대표집|boundary,classification,attribute||이상 파손을 찾기 위해 급랭 시편 과대표집이 이뤄졌다. 목적 표본에 모집단 가중치를 적용하지 않으면 일반 생산품의 파손률이 과장된다.
기계별 영점편차|comparison,attribute,boundary||재료 차이와 비슷한 크기의 기계별 영점편차가 있다. 장비를 보정한 뒤에도 순위가 유지되는지 확인해야 한다.
미확인 오염 흔적|attribute,boundary,other|원인 미상 흔적|표면 변화와 함께 미확인 오염 흔적이 보였지만 성분은 밝혀지지 않았다. 특정 화학 반응의 증거로 이름 붙이지 않는다.
복원력 조건부 평균|classification,comparison,attribute,boundary||초기 변형이 같은 시편끼리 계산한 복원력 조건부 평균은 기저 차이를 줄인다. 다른 변형 범위의 시편에는 별도의 검증 없이 적용할 수 없다.
열화 시작시점 구간|comparison,boundary,attribute||두 검사 사이에 열화가 시작됐다는 열화 시작시점 구간만 확인된다. 임의의 한 날짜를 정확한 시작 시각으로 정하지 않는다.
출하품 검증표본|classification,attribute,boundary||합격품으로만 구성한 출하품 검증표본은 출하 후 품질을 대표한다. 생산 과정 전체의 결함 빈도를 추정하는 표본은 아니다.
불균형 반복수 가중|classification,comparison,attribute||측정 횟수가 제각각인 자료에 불균형 반복수 가중을 적용해 자주 잰 시편이 평균을 지배하지 않도록 했다.
상변화 온도 모호대|boundary,classification,attribute||두 조직이 함께 존재하는 상변화 온도 모호대에서는 상태를 하나로 확정하기 어렵다. 단일 온도 경계로 모든 시편을 양분하지 않는다.
파단 원인 미분류군|attribute,boundary,other|원인 미분류|결과만 확인되고 기전을 모르는 파단 원인 미분류군은 특정 결함 유형의 빈도에 더할 수 없다. 원인을 확인할 때까지 별도 범주로 둔다.
코팅 균일도 표본오차|comparison,attribute,boundary||코팅 균일도 표본오차가 위치 간 차이보다 컸다. 이 자료만으로 균일하거나 불균일하다는 어느 쪽 결론도 확정하지 않는다.
재료 등급 순위안정성|comparison,boundary,attribute||표본을 다시 뽑을 때 재료 등급 순위안정성이 유지되는지 확인한다. 한 번 계산한 평균 순서는 확정 서열이 아니다.
표준 시편 외삽경계|boundary,classification,attribute||작은 규격에서 얻은 강도 규칙에는 표준 시편 외삽경계가 있다. 대형 구조물에 옮길 때에는 크기와 형상 효과를 별도로 검증해야 한다.
소성 변형 누적률|comparison,attribute,boundary||초기에 높고 뒤에 낮아진 소성 변형 누적률은 시간에 따라 달라졌다. 전체 기간을 하나의 일정 비율로 요약하면 변화 양상을 잃는다.
실험 순서 은폐요인|attribute,boundary,other|잠재 교란|무작위 배치가 아니라면 장비 예열과 실험 순서 은폐요인이 처리군에 함께 섞일 수 있다. 결과는 잠재 교란을 남긴 조건부 근거로 해석한다.
저밀도 기공 소수표본|classification,boundary,attribute||세 사례의 저밀도 기공 소수표본이 높은 강도를 보였다. 기공이 적을수록 항상 강하다는 법칙을 세우기에는 근거가 부족하다.
습도별 박리 곡선|comparison,attribute,boundary||중간 습도에서만 습도별 박리 곡선이 가팔라졌다. 전 범위의 단조 증가보다 구간마다 다른 반응으로 설명하는 것이 맞다.
시편 재사용 잔류효과|boundary,attribute,classification||앞선 하중의 흔적이 남는 시편 재사용 잔류효과가 확인됐다. 재사용 시험을 독립 반복으로 세어서는 안 된다.
수명 분포 오른쪽꼬리|comparison,attribute,boundary||드물게 오래 버틴 시편들이 수명 분포 오른쪽꼬리를 만든다. 가능한 장수 사례를 보여 주지만 전형적인 수명을 대표하지는 않는다.
계측기 교체 단절점|boundary,classification,comparison||계측기 교체 단절점 전후의 차이에는 측정 체계 변화가 섞여 있다. 재료 추세와 장비 효과를 분리하기 전에는 두 기간을 곧바로 잇지 않는다.
표면 온도 대체지표|attribute,boundary,other|대리 측정|내부 온도 대신 잰 표면 온도 대체지표는 직접 측정과 다른 변수다. 둘의 관계가 확인된 범위에서만 내부 상태를 추정한다.
교호작용 탐색표본|classification,comparison,attribute||온도와 압력을 함께 바꾼 교호작용 탐색표본은 한 요인의 효과가 다른 요인의 수준에 따라 달라지는지 확인한다.
기준선 회귀 현상|comparison,boundary,attribute||처음 극단적으로 낮았던 시편이 재측정에서 평균에 가까워졌다. 기준선 회귀 현상을 처치로 인한 개선과 혼동하지 않도록 대조군을 함께 본다.
층간 박리 관찰창|attribute,boundary,other|시야 제한|단면 한 곳만 보여 주는 층간 박리 관찰창에는 시야 제한이 있다. 보이지 않은 영역까지 결함이 없다고 넓혀 말하지 않는다.
이상치 포함 민감도|comparison,attribute,boundary||특정 표본을 넣고 뺄 때 결론이 얼마나 달라지는지 이상치 포함 민감도로 확인한다. 변화가 크다면 일반 규칙의 안정성이 낮다.
구간 검열 파손시점|attribute,boundary,other|구간 검열|두 점검 사이에 파손됐다는 구간 검열 파손시점만 알 수 있다. 중간 날짜를 임의로 골라 관측값처럼 쓰지 않는다.
대조재 경도 겹침폭|comparison,boundary,attribute||두 재료의 대조재 경도 겹침폭이 넓다. 평균 차이가 있어도 경도 하나로 개별 시편을 정확히 구분하기 어렵다.
시험 규격 전환효과|boundary,classification,comparison||규격이 바뀐 시기에 시험 규격 전환효과가 나타났다. 환산 기준을 맞추기 전에는 이전 자료와 하나의 장기 추세로 연결하지 않는다.
장비 예열 초기군|classification,attribute,boundary||측정 초기에만 낮은 값이 모인 장비 예열 초기군은 시작 조건의 영향을 시사한다. 이를 곧바로 재료 약점으로 분류하지 않는다.
다공성 재료 변동성|comparison,attribute,boundary||시편 사이의 다공성 재료 변동성이 컸다. 평균값뿐 아니라 관측 범위와 실패 위험을 함께 제시해야 모집단의 이질성을 보존할 수 있다.
