concept|relations|other_type|text
원래 제가 그래요의 변화 포기|boundary,state,other|고정 정체성 해석|내담자는 회피 행동을 바꾸는 방법을 듣고 "원래 제가 그래요"라고 말했다. 원래 제가 그래요의 변화 포기는 현재 패턴을 영구적 정체성으로 보는 태도일 수 있다.
어쩔 수 없죠의 선택 부재 함축|boundary,state,other|대안 인식 제한|불공정한 업무 배분을 설명한 뒤 "어쩔 수 없죠"라고 한 말에는 가능한 대응이 보이지 않는 상태가 담길 수 있다. 어쩔 수 없죠의 선택 부재 함축을 실제 대안이 전혀 없다는 사실로 기록하지 않는다.
그럴 수도 있죠의 불완전 동의|boundary,state,contrast||상담자의 해석을 들은 내담자는 고개를 갸웃하며 "그럴 수도 있죠"라고 답했다. 그럴 수도 있죠의 불완전 동의는 가능성을 인정했을 뿐 해석 전체를 수락한 확정 합의가 아니다.
아마 그렇겠죠의 낮은 확신|attribute,boundary,state||증상 시작 시기를 묻자 내담자는 "아마 그해 겨울이겠죠"라고 했다. 아마 그렇겠죠의 낮은 확신은 날짜를 잠정 정보로 기록하게 한다.
그런 것 같아요의 잠정 판단|attribute,boundary,state||가족 앞에서 더 긴장하는지 묻자 내담자는 "그런 것 같아요"라고 답했다. 그런 것 같아요의 잠정 판단은 경험을 부정하지 않지만 비교가 아직 확실하지 않음을 나타낸다.
잘 모르겠어요의 여러 기능|classification,boundary,other|응답 기능 불확실|내담자의 "잘 모르겠어요"는 기억 부족, 질문 이해 부족, 말하기 부담 중 어느 것일 수 있다. 잘 모르겠어요의 여러 기능을 곧바로 정보가 없다는 한 가지 상태로 고정하지 않는다.
기억이 안 나요의 회상 한계|boundary,state,other|기억 접근 불확실|어린 시절 사건을 묻자 내담자는 "기억이 안 나요"라고 했다. 기억이 안 나요의 회상 한계는 사건이 없었다거나 의도적으로 숨긴다는 뜻을 포함하지 않는다.
말하고 싶지 않아요의 명시적 경계|boundary,role,state||민감한 경험을 묻자 내담자는 "말하고 싶지 않아요"라고 분명히 답했다. 말하고 싶지 않아요의 명시적 경계는 해석할 함축보다 현재 답변 권리를 우선해 존중한다.
나중에 말할게요의 보류 약속|state,process,boundary||내담자는 상실 경험을 "나중에 말할게요"라고 미뤘다. 나중에 말할게요의 보류 약속은 영구 거절이 아니지만 구체적인 기한이 없으면 자동 약속으로 강제하지 않는다.
오늘은 여기까지의 종료 요청|boundary,role,state||감정이 높아진 내담자가 "오늘은 여기까지 할래요"라고 말했다. 오늘은 여기까지의 종료 요청은 주제를 바꾸자는 완곡 표현이 아니라 면담 중단 의사로 우선 해석한다.
조금 쉬었다 할게요의 일시 중단|state,process,boundary||내담자는 물을 마시며 "조금 쉬었다 할게요"라고 했다. 조금 쉬었다 할게요의 일시 중단은 오늘 면담 전체를 끝낸다는 뜻과 구분한다.
생각해 볼게요의 보류 상태|state,boundary,process||가족 면담 제안에 내담자는 "생각해 볼게요"라고 답했다. 생각해 볼게요의 보류 상태는 수락도 거절도 아니므로 후속 확인 없이 과제로 등록하지 않는다.
한번 해 볼게요의 약한 약속|state,process,attribute||호흡 연습을 제안받은 내담자는 "한번 해 볼게요"라고 말했다. 한번 해 볼게요의 약한 약속은 의향을 보이지만 횟수와 시점이 없으므로 실행 계획을 추가로 정한다.
꼭 해 볼게요의 강한 의지|state,process,attribute||수면 기록의 필요성을 이해한 내담자는 "이번에는 꼭 해 볼게요"라고 강조했다. 꼭 해 볼게요의 강한 의지는 성공 결과가 아니라 약속 강도의 신호다.
가능하면 갈게요의 조건부 참석|state,boundary,attribute||다음 면담 참석을 묻자 내담자는 "가능하면 갈게요"라고 답했다. 가능하면 갈게요의 조건부 참석은 일정 확정으로 쓰기 전에 방해 조건을 확인해야 한다.
아마 갈 수 있어요의 불확실한 가능성|attribute,state,boundary||내담자는 근무표를 아직 보지 못한 채 "아마 갈 수 있어요"라고 말했다. 아마 갈 수 있어요의 불확실한 가능성은 예약 후보를 유지할 근거이지 최종 확인이 아니다.
그때 봐서요의 결정 유예|state,boundary,other|조건 미정|가족 모임 참석 여부에 "그때 봐서요"라고 답한 말은 현재 결정 기준이 정해지지 않았음을 나타낸다. 그때 봐서요의 결정 유예를 긍정적 참석 의사로 세지 않는다.
괜찮으면요의 상대 의존 요청|role,state,boundary||내담자는 면담 시간을 늘리고 싶다며 "괜찮으면요"라고 덧붙였다. 괜찮으면요의 상대 의존 요청은 자신의 필요를 말하면서도 상대의 허용을 기다리는 태도다.
시간 되시면의 부담 완화|role,state,other|요청 강도 완화|위기 때 연락해도 되는지 묻던 내담자는 "시간 되시면"이라고 조건을 붙였다. 시간 되시면의 부담 완화는 안전 연락이 선택적 호의라는 규칙으로 받아들이지 않는다.
미안하지만의 요청 예고|classification,role,state||내담자는 "미안하지만 같은 질문을 다시 해 주세요"라고 말했다. 미안하지만의 요청 예고는 잘못을 인정하는 사실보다 상대에게 부담을 줄까 걱정하는 화행 표지다.
죄송한데요의 발언권 요청|classification,role,state||상담자 설명 중 내담자가 "죄송한데요"라고 말하며 질문을 꺼냈다. 죄송한데요의 발언권 요청은 사과 사건으로 기록하기보다 대화 차례를 얻으려는 기능으로 본다.
실례지만의 민감 질문 완화|classification,role,boundary||내담자가 상담자의 경험을 묻기 전 "실례지만"이라고 말했다. 실례지만의 민감 질문 완화는 질문 내용의 적절성을 자동 보장하지 않고 관계 경계를 확인하게 한다.
솔직히 말하면의 입장 전환|classification,contrast,state||앞서 괜찮다고 하던 내담자는 "솔직히 말하면 화가 나요"라고 덧붙였다. 솔직히 말하면의 입장 전환은 뒤의 진술을 현재의 더 직접적인 입장으로 갱신한다.
사실은의 숨긴 정보 공개|classification,state,process||내담자는 약을 잘 먹는다고 답한 뒤 "사실은 사흘째 안 먹었어요"라고 밝혔다. 사실은의 숨긴 정보 공개는 앞선 일반 답을 최신 구체 정보로 수정한다.
그러니까의 자기 설명 기능|classification,process,state||내담자는 출근을 못 한 이유를 여러 번 고치다가 "그러니까 평가받는 게 무서운 거예요"라고 정리했다. 그러니까의 자기 설명 기능은 앞 문장을 요약하는 결론이지 새로운 외부 사실의 증거가 아니다.
그런데의 화제 전환 신호|classification,contrast,state||수면이 나아졌다는 말 뒤 "그런데 회사 앞에 가면 여전히 떨려요"가 이어졌다. 그런데의 화제 전환 신호는 앞의 호전이 모든 영역에 적용되지 않음을 보여 준다.
그래도 운이 좋았죠의 고통 완충|contrast,boundary,state||사고로 크게 다친 경험을 말한 내담자는 "그래도 운이 좋았죠"라고 덧붙였다. 그래도 운이 좋았죠의 고통 완충은 부상과 공포가 사소했다는 뜻으로 바꾸지 않는다.
다행히 그 정도였어요의 피해 축소|comparison,boundary,state||내담자는 응급실에 갔던 사건을 "다행히 그 정도였어요"라고 표현했다. 다행히 그 정도였어요의 피해 축소는 다른 더 큰 위험과 비교한 평가이지 치료 필요가 없었다는 사실이 아니다.
별거 아니에요의 중요도 낮추기|boundary,state,other|중요도 축소 가능성|상담자가 상처 난 손목을 묻자 내담자는 "별거 아니에요"라고 했다. 별거 아니에요의 중요도 낮추기는 안전 확인을 생략할 근거가 되지 않는다.
그냥 넘어가죠의 주제 회피|boundary,state,role||가족 폭언을 자세히 묻자 내담자는 "그냥 넘어가죠"라고 말했다. 그냥 넘어가죠의 주제 회피는 사건 해결을 뜻하지 않고 현재 대화에서 다루지 않겠다는 요청일 수 있다.
됐어요의 중단 함축|boundary,state,other|맥락 의존 중단|상담자가 연속해서 질문하자 내담자는 한숨 뒤 "됐어요"라고 했다. 됐어요의 중단 함축은 만족했다는 문자적 완료보다 질문을 멈춰 달라는 의미가 강하다.
됐습니다의 정중한 거절|boundary,role,state||추가 안내를 제안받은 내담자는 손을 저으며 "됐습니다"라고 답했다. 됐습니다의 정중한 거절은 안내가 이미 완료됐다는 보고와 구분한다.
아니요 괜찮아요의 도움 거절|boundary,role,state||물을 가져다줄지 묻자 내담자는 "아니요, 괜찮아요"라고 했다. 아니요 괜찮아요의 도움 거절은 현재 제안에 대한 답이며 전반적인 상태가 괜찮다는 평가가 아니다.
네 괜찮아요의 수용 여부 불명확|boundary,state,other|긍정 대상 모호|상담자가 질문을 계속해도 되는지와 의자가 편한지를 연달아 물은 뒤 "네, 괜찮아요"가 나왔다. 네 괜찮아요의 수용 여부 불명확에서는 어느 질문에 대한 답인지 다시 확인한다.
네의 단순 수신 확인|classification,role,state||상담자가 긴 설명을 하는 동안 내담자는 여러 번 "네"라고 말했다. 네의 단순 수신 확인은 내용을 들었다는 신호일 수 있지만 모든 제안에 동의했다는 뜻은 아니다.
맞아요의 부분 동의|boundary,state,contrast||상담자가 "불안하면서도 출근을 원하시는군요"라고 요약하자 내담자는 "맞아요, 다만 복직 시기는 모르겠어요"라고 했다. 맞아요의 부분 동의는 요약의 핵심만 수락하고 시점 판단은 남긴다.
그렇죠의 관계 유지 응답|classification,role,state||상담자가 일반적인 어려움을 말하자 내담자는 짧게 "그렇죠"라고 반응했다. 그렇죠의 관계 유지 응답은 자신의 구체적 경험까지 같은 방식이라고 확정한 진술이 아닐 수 있다.
아니에요의 칭찬 회피|boundary,contrast,state||상담자가 어려운 상황에서도 기록을 이어 온 점을 칭찬하자 내담자는 "아니에요"라고 웃었다. 아니에요의 칭찬 회피는 기록 수행 사실을 부정한다기보다 긍정 평가를 받기 어려워하는 반응일 수 있다.
전혀요의 범위 과장 가능성|attribute,boundary,state||즐거운 순간이 있었는지 묻자 내담자는 즉시 "전혀요"라고 답했지만 뒤에 반려견과 있을 때는 편하다고 말했다. 전혀요의 범위 과장 가능성은 이후 예외 정보로 수정한다.
항상 그래요의 빈도 과장|attribute,boundary,state||배우자가 "항상 무시한다"고 말했지만 구체적 사례는 최근 두 번이었다. 항상 그래요의 빈도 과장은 감정의 강도를 보여 줄 수 있으므로 실제 발생 빈도와 따로 기록한다.
절대 안 돼요의 확신 표현|attribute,boundary,state||복직 가능성을 묻자 내담자는 "절대 안 돼요"라고 답했다. 절대 안 돼요의 확신 표현은 현재 예상의 강도이지 미래 실패가 이미 확정됐다는 사실이 아니다.
아무것도 못 했어요의 성과 무시|boundary,contrast,state||내담자는 "아무것도 못 했어요"라고 했지만 식사와 병원 예약은 완료했다. 아무것도 못 했어요의 성과 무시는 목표로 삼은 업무를 못 했다는 정서적 요약으로 좁혀 읽는다.
모든 게 끝났어요의 절망 함축|boundary,state,other|파국적 표현|해고 소식을 받은 내담자는 "모든 게 끝났어요"라고 말했다. 모든 게 끝났어요의 절망 함축은 삶의 모든 영역이 실제로 종료됐다는 문자 사실이 아니지만 안전 위험은 확인해야 한다.
세상이 무너졌어요의 비유|classification,boundary,state||이별 직후 내담자는 "세상이 무너졌어요"라고 표현했다. 세상이 무너졌어요의 비유는 지각 이상을 곧바로 뜻하지 않고 상실 충격의 크기를 전달한다.
숨이 막혀요의 문자적 증상과 비유|boundary,classification,state||내담자의 "숨이 막혀요"는 실제 호흡 곤란일 수도 있고 통제받는 느낌의 비유일 수도 있다. 숨이 막혀요의 문자적 증상과 비유를 구분하려면 발생 상황과 신체 징후를 다시 묻는다.
가슴이 찢어져요의 정서 비유|classification,boundary,state||상실을 말하며 "가슴이 찢어져요"라고 한 표현은 심한 슬픔을 나타낸다. 가슴이 찢어져요의 정서 비유를 흉통 증상으로 자동 변환하지 않되 실제 통증 여부는 별도로 확인한다.
머리가 터질 것 같아요의 강도 표현|attribute,boundary,state||업무 압박을 설명하며 내담자는 "머리가 터질 것 같아요"라고 했다. 머리가 터질 것 같아요의 강도 표현은 스트레스가 매우 높다는 의미일 수 있고 의학적 파열을 뜻하지 않는다.
발이 안 떨어져요의 행동 비유|classification,boundary,state||회사 건물 앞에서 "발이 안 떨어져요"라고 한 말은 실제 마비보다 들어가기 어려운 심리 상태를 나타낼 수 있다. 발이 안 떨어져요의 행동 비유는 이동 능력과 회피 충동을 분리해 묻는다.
벽이 느껴져요의 관계 비유|classification,boundary,state||배우자와 대화할 때 "벽이 느껴져요"라고 표현한 내담자는 정서적 단절을 말하고 있었다. 벽이 느껴져요의 관계 비유를 공간 지각 이상으로 기록하지 않는다.
제가 투명인간 같아요의 소외 비유|classification,boundary,state||회의에서 의견이 무시된 경험 뒤 "제가 투명인간 같아요"라는 말이 나왔다. 제가 투명인간 같아요의 소외 비유는 자신이 보이지 않는다는 물리적 믿음보다 사회적 무시의 느낌과 연결된다.
감옥 같아요의 통제감 비유|classification,boundary,state||내담자는 가족이 외출을 제한하는 집을 "감옥 같아요"라고 불렀다. 감옥 같아요의 통제감 비유는 실제 구금 여부와 별개로 자유가 없다는 주관 경험을 나타낸다.
전쟁터예요의 갈등 비유|classification,boundary,state||직장 분위기를 "전쟁터예요"라고 한 말은 경쟁과 위협의 강도를 묘사한다. 전쟁터예요의 갈등 비유를 물리적 전투가 있었다는 사건 기록으로 바꾸지 않는다.
로봇처럼 살아요의 자동성 비유|classification,boundary,state||내담자는 감정 없이 출근과 귀가를 반복한다며 "로봇처럼 살아요"라고 했다. 로봇처럼 살아요의 자동성 비유는 인간 정체성을 부정하는 망상으로 곧바로 분류하지 않는다.
배터리가 다 됐어요의 소진 비유|classification,boundary,state||일을 마친 뒤 "배터리가 다 됐어요"라고 말한 내담자는 에너지 고갈을 표현했다. 배터리가 다 됐어요의 소진 비유는 신체 피로와 정서 소진의 범위를 추가로 확인하게 한다.
머리가 하얘졌어요의 인지 정지 비유|classification,boundary,state||발표 질문을 받자 "머리가 하얘졌어요"라고 한 말은 기억과 사고가 순간 막힌 경험을 가리킨다. 머리가 하얘졌어요의 인지 정지 비유를 실제 시각 색 변화로 읽지 않는다.
시간이 멈춘 것 같아요의 체감 비유|classification,boundary,state||사고 순간을 회상하며 내담자는 "시간이 멈춘 것 같았어요"라고 했다. 시간이 멈춘 것 같아요의 체감 비유는 주관적 시간 감각이지 시계가 정지했다는 주장이 아니다.
제가 아닌 것 같아요의 해석 보류|boundary,state,other|자기 경험 의미 불확실|내담자의 "제가 아닌 것 같아요"는 역할 소진, 낯선 감정, 이인감 등 여러 의미가 가능하다. 제가 아닌 것 같아요의 해석 보류는 추가 경험 묘사 없이 특정 증상명으로 고정하지 않는다.
꿈같아요의 현실감 표현|boundary,state,other|현실감 의미 불확실|좋은 소식 뒤에도 나쁜 사건 뒤에도 "꿈같아요"가 쓰일 수 있다. 꿈같아요의 현실감 표현은 정서 방향과 현실 판단 상태를 문맥에서 별도로 확인한다.
웃기네요의 비꼼 가능성|boundary,contrast,state||불공정한 평가를 설명하며 내담자는 웃지 않은 채 "웃기네요"라고 말했다. 웃기네요의 비꼼 가능성은 재미를 느꼈다는 문자 뜻보다 상황의 부조리를 비판하는 의미와 맞는다.
참 잘도 하겠네요의 반어|boundary,contrast,state||과도한 업무를 내일까지 끝낼 수 있느냐는 질문에 내담자는 "참 잘도 하겠네요"라고 답했다. 참 잘도 하겠네요의 반어는 수행 자신감이 아니라 요구가 비현실적이라는 비판일 수 있다.
좋은 회사죠의 냉소|boundary,contrast,state||연속 야근과 무급 업무를 말한 뒤 "정말 좋은 회사죠"라고 한 말은 긍정 평가와 상황이 충돌한다. 좋은 회사죠의 냉소는 회사를 실제로 칭찬했다는 기록으로 남기지 않는다.
가족이 참 따뜻해요의 풍자|boundary,contrast,state||아픈 날에도 아무도 연락하지 않았다는 설명 뒤 "가족이 참 따뜻해요"가 이어졌다. 가족이 참 따뜻해요의 풍자는 돌봄 부재에 대한 실망을 반대로 표현한 가능성이 크다.
제가 대단한 사람이죠의 자조|boundary,contrast,state||작은 실수를 오래 자책하던 내담자는 "제가 참 대단한 사람이죠"라고 쓴웃음을 지었다. 제가 대단한 사람이죠의 자조는 우월감을 주장한다기보다 자기비난을 비튼 표현일 수 있다.
완벽했어요의 반어적 실패 평가|boundary,contrast,state||발표 자료가 열리지 않고 질문에도 답하지 못한 장면 뒤 "완벽했어요"라고 말했다. 완벽했어요의 반어적 실패 평가는 성공 보고가 아니라 좌절의 강조로 읽는다.
축하할 일이네요의 냉소적 반응|boundary,contrast,state||업무가 추가됐다는 소식을 전하며 내담자는 "축하할 일이네요"라고 했다. 축하할 일이네요의 냉소적 반응은 기쁨보다 부당한 부담에 대한 반감을 나타낼 수 있다.
덕분에 잘 쉬었죠의 원망|boundary,contrast,state||이웃 소음 때문에 밤새 깼다고 말한 뒤 "덕분에 잘 쉬었죠"가 이어졌다. 덕분에 잘 쉬었죠의 원망은 실제 휴식 성공과 반대되는 결과를 전달한다.
아주 친절하시더라고요의 반어|boundary,contrast,state||직원이 설명 없이 전화를 끊은 사건 뒤 "아주 친절하시더라고요"라고 했다. 아주 친절하시더라고요의 반어는 비언어 톤과 사건 내용이 문자 칭찬을 뒤집는다.
제가 문제죠 뭐의 자조적 종결|boundary,state,other|책임 과잉 귀속|상대의 폭언까지 설명한 뒤 내담자는 "제가 문제죠 뭐"라고 대화를 닫으려 했다. 제가 문제죠 뭐의 자조적 종결은 모든 책임이 내담자에게 있다는 합의가 아니다.
그래서 좋으시겠어요의 공격적 함축|boundary,contrast,role||배우자가 승진 이야기를 반복하자 내담자는 "그래서 좋으시겠어요"라고 답했다고 했다. 그래서 좋으시겠어요의 공격적 함축은 단순 축하보다 자신의 소외감을 전달하는 반응일 수 있다.
마음대로 하세요의 체념|boundary,state,role||갈등 끝에 "마음대로 하세요"라고 한 말은 상대에게 자유로운 동의를 준 것처럼 보일 수 있다. 마음대로 하세요의 체념은 실제 수락인지 대화 포기인지 후속 행동과 감정으로 확인한다.
알아서 하세요의 책임 철회|boundary,role,state||반복된 요구가 무시된 뒤 내담자가 "알아서 하세요"라고 말했다. 알아서 하세요의 책임 철회는 선택을 승인했다기보다 더는 협의에 참여하지 않겠다는 뜻일 수 있다.
편하신 대로의 소극적 수용|boundary,role,state||예약 시간을 정하며 내담자는 "편하신 대로 하세요"라고 했지만 특정 시간은 어렵다고 앞서 말했다. 편하신 대로의 소극적 수용은 제한 없는 위임이 아니라 남은 범위 안의 선택 허용이다.
원하시면의 낮은 압박 제안|classification,role,state||상담자가 "원하시면 다음에 가족 이야기를 해도 됩니다"라고 말했다. 원하시면의 낮은 압박 제안은 그 주제를 반드시 다뤄야 한다는 지시가 아니다.
괜찮으시다면의 허락 요청|classification,role,boundary||상담자는 민감한 질문 앞에 "괜찮으시다면"이라고 덧붙였다. 괜찮으시다면의 허락 요청은 내담자가 거절하거나 멈출 수 있는 선택권을 표시한다.
혹시의 추정 완화|attribute,boundary,state||상담자가 "혹시 그때 두려우셨나요"라고 물은 표현은 감정을 이미 안다고 전제하지 않는다. 혹시의 추정 완화는 가능한 해석을 조심스럽게 제안하는 기능이다.
아마도라는 확신 제한|attribute,boundary,state||상담자는 "아마도 회피가 잠깐 안도를 줬을 수 있어요"라고 말했다. 아마도라는 확신 제한은 인과 설명을 확정 사실이 아닌 가설로 둔다.
일 수도 있어요의 대안 개방|attribute,boundary,state||침묵이 거절 "일 수도 있어요"라는 말은 다른 설명이 남아 있음을 인정한다. 일 수도 있어요의 대안 개방은 하나의 해석을 유일한 결론으로 만들지 않는다.
반드시 그런 것은 아니에요의 과잉 일반화 제한|boundary,contrast,state||상담자는 한 번의 실패가 항상 같은 결과를 뜻하지 않는다고 설명했다. 반드시 그런 것은 아니에요의 과잉 일반화 제한은 가능성을 부정하지 않고 필연성만 낮춘다.
그렇다고 볼 수만은 없어요의 판단 보류|boundary,contrast,state||내담자가 연락 지연을 미움의 증거라고 하자 상담자는 다른 사정도 가능하다고 답했다. 그렇다고 볼 수만은 없어요의 판단 보류는 내담자의 감정을 무효화하지 않으면서 사실 결론을 열어 둔다.
지금으로서는의 시간 제한|attribute,state,boundary||상담자는 "지금으로서는 안전 계획을 유지하는 게 좋겠습니다"라고 말했다. 지금으로서는의 시간 제한은 조건이 바뀌면 판단도 갱신될 수 있음을 나타낸다.
적어도 오늘은의 범위 제한|attribute,state,boundary||내담자는 장기 결정을 못 했지만 "적어도 오늘은 혼자 있지 않을게요"라고 약속했다. 적어도 오늘은의 범위 제한은 하루 안전 합의를 영구 계획으로 확대하지 않는다.
당분간의 불명확한 기간|attribute,boundary,other|종료 시점 미정|내담자는 "당분간 회사를 쉬고 싶어요"라고 말했다. 당분간의 불명확한 기간은 휴직 시작과 종료 날짜를 추가로 협의해야 한다.
언젠가의 먼 미래 의향|attribute,state,other|시점 미정|가족과 다시 말할 수 있느냐는 질문에 내담자는 "언젠가는요"라고 답했다. 언젠가의 먼 미래 의향은 가까운 면담 과제로 기한을 지정한 약속이 아니다.
조만간의 상대적 시점|attribute,boundary,other|시점 범위 불확실|내담자는 병원에 "조만간 예약할게요"라고 말했다. 조만간의 상대적 시점은 사람마다 범위가 달라 구체적인 날짜 확인이 필요하다.
곧이라는 시간 표현의 기준|attribute,boundary,state||상담자가 "곧 연락드리겠다"고 했을 때 기관 규정상 당일인지 다음 근무일인지 밝혀야 한다. 곧이라는 시간 표현의 기준은 막연한 빠름을 일정 약속으로 쓰지 않게 한다.
자주라는 빈도 표현의 한계|attribute,boundary,state||내담자는 "자주 깬다"고 했지만 어떤 주에는 한 번, 다른 주에는 매일이었다. 자주라는 빈도 표현의 한계는 측정 기간과 횟수를 추가로 묻게 한다.
가끔이라는 빈도 완화|attribute,boundary,state||내담자의 "가끔 술을 마셔요"가 실제로는 주 네 번이었다. 가끔이라는 빈도 완화는 개인 기준과 임상 기록의 수치 기준이 서로 같지 않음을 드러낸다.
거의라는 범위 표현|attribute,boundary,state||"거의 못 먹어요"라는 말 뒤 하루 한 끼와 간식은 먹는다는 설명이 나왔다. 거의라는 범위 표현은 완전한 금식과 구분해 실제 섭취량을 기록한다.
많이라는 양 표현의 상대성|attribute,comparison,state||내담자는 "약을 많이 먹었다"고 했지만 처방량 안인지 초과인지 밝혀지지 않았다. 많이라는 양 표현의 상대성은 기준량을 확인하기 전 과다 복용으로 확정하지 않는다.
조금이라는 강도 축소|attribute,boundary,state||손상이 깊어 보이는데도 내담자는 "조금 긁었어요"라고 말했다. 조금이라는 강도 축소는 표현 크기와 실제 위험을 분리해 안전 확인을 계속하게 한다.
너무라는 주관 강도|attribute,state,boundary||"너무 불안해요"라는 말은 높은 주관적 고통을 나타내지만 숫자 척도는 아니다. 너무라는 주관 강도를 다른 사람의 "너무"와 같은 양으로 직접 비교하지 않는다.
적당히라는 기준 불명확성|attribute,boundary,other|행동 기준 미정|상담자가 쉬라고 하자 내담자는 "적당히 할게요"라고 답했다. 적당히라는 기준 불명확성은 휴식 시간과 중단 조건을 구체화하게 한다.
평범하게 살고 싶어요의 규범 의존|classification,state,other|정상성 기준 불확실|내담자의 "평범하게 살고 싶어요"에는 자신이 생각하는 일상 기준이 생략돼 있다. 평범하게 살고 싶어요의 규범 의존은 취업, 관계, 증상 중 어떤 목표인지 다시 묻는다.
정상이고 싶어요의 자기 낙인|classification,boundary,state||내담자는 치료 목표를 "정상이고 싶어요"라고 표현했다. 정상이고 싶어요의 자기 낙인은 어떤 기능을 회복하고 싶은지와 자신을 비정상으로 규정하는 평가를 나눠 다룬다.
좋은 딸이어야 해요의 역할 규범|role,state,other|가족 역할 규범|부모 요청을 거절하기 어렵다는 설명 뒤 "좋은 딸이어야 해요"가 나왔다. 좋은 딸이어야 해요의 역할 규범은 법적 의무가 아니라 가족과 개인이 공유한 기대일 수 있다.
남자는 울면 안 돼요의 성 역할 규범|role,boundary,other|성별 규범|내담자는 슬픔을 숨긴 이유로 "남자는 울면 안 돼요"라고 말했다. 남자는 울면 안 돼요의 성 역할 규범을 감정 표현의 자연법칙처럼 받아들이지 않는다.
가족 일은 가족 안에서의 비밀 규범|boundary,role,other|가족 비밀 규범|도움을 청하지 못한 이유를 내담자는 "가족 일은 가족 안에서 끝내야죠"라고 설명했다. 가족 일은 가족 안에서의 비밀 규범은 안전 위험까지 외부에 말하면 안 된다는 절대 규칙이 아니다.
회사에서는 다 그래요의 조직 관례 주장|classification,boundary,other|조직 관례 불확실|야근 강요를 말한 뒤 내담자는 "회사에서는 다 그래요"라고 했다. 회사에서는 다 그래요의 조직 관례 주장은 현재 조직의 실제 규정이나 모든 구성원의 경험을 증명하지 않는다.
원래 어른은 참는 거예요의 연령 규범|classification,boundary,other|연령 역할 규범|내담자는 도움 요청을 미루며 "원래 어른은 참는 거예요"라고 말했다. 원래 어른은 참는 거예요의 연령 규범은 고통을 혼자 감당해야 한다는 사실적 의무가 아니다.
부모 말은 들어야죠의 위계 규범|role,boundary,other|가족 위계 규범|성인 내담자는 원치 않는 선택을 설명하며 "부모 말은 들어야죠"라고 했다. 부모 말은 들어야죠의 위계 규범은 모든 요구에 동의했다는 자발적 의사와 다를 수 있다.
첫째니까요의 책임 함축|role,state,other|출생 순위 규범|내담자는 동생의 비용까지 부담하는 이유를 "첫째니까요"라고 줄여 말했다. 첫째니까요의 책임 함축은 출생 순위에서 경제적 의무가 자동 발생한다는 뜻이 아니다.
막내라서 그래요의 행동 일반화|classification,boundary,other|출생 순위 고정관념|가족은 동생의 의존을 "막내라서 그래요"라고 설명했다. 막내라서 그래요의 행동 일반화는 구체적인 학습과 상황 요인을 가리지 않도록 제한해 해석한다.
