concept|relations|other_type|text
조절 나사 접근성 검토|process,function,state||가구가 벽에 놓인 뒤에도 경첩과 레일의 조절 나사에 공구가 닿는지 살핀다. 조절 나사 접근성 검토에서 막히면 조립 순서나 덮개 구조를 고친다.
철물 체결 토크 과제|process,attribute,state||나사가 헛돌지 않으면서 부품을 단단히 잡는 체결 정도를 재료별로 정한다. 철물 체결 토크 과제는 감각에만 맡기지 않고 시험편과 공구 설정으로 검증한다.
최종 조립 순서표|process,part_of,state||큰 몸체, 문짝, 서랍, 손잡이를 어떤 순서로 붙일지 작업 공간과 무게를 고려해 적는다. 최종 조립 순서표에는 중간 치수 검사와 되돌릴 수 있는 지점도 표시한다.
몸체 직각 복원 작업|process,state,function||조립 중 대각 길이가 달라지면 클램프 압력을 조절해 틀어짐을 바로잡는다. 몸체 직각 복원 작업은 접착제가 굳기 전에 다시 측정해 승인한다.
문짝 간격 조정 과제|process,comparison,attribute||닫힌 문 사이와 바깥 테두리의 틈을 여러 높이에서 재어 균일하게 맞춘다. 문짝 간격 조정 과제는 한쪽 경첩만 움직이지 않고 전체 정렬을 확인한다.
서랍 개폐 저항 검사|process,state,attribute||빈 서랍과 하중을 실은 서랍을 각각 끝까지 움직여 걸림과 소음을 기록한다. 서랍 개폐 저항 검사는 온도나 습도가 달라져도 필요한 여유가 남는지 판단하는 작업이다.
선반 높이 조절 범위 확인|process,function,attribute||핀 구멍의 최저점과 최고점이 실제 수납물 크기를 포괄하는지 시험한다. 선반 높이 조절 범위 확인이 끝나면 사용하지 않는 위치의 외관도 함께 점검한다.
뒷면 배선 고정 작업|process,part_of,function||전선이 서랍 레일이나 날카로운 모서리에 닿지 않도록 클립 위치를 정해 고정한다. 뒷면 배선 고정 작업은 플러그를 빼고 다시 넣을 여유까지 확인해야 한다.
조명 점등 시험 과제|process,state,function||내장 조명을 여러 시간 켜서 깜박임, 열 축적, 스위치 동작을 관찰한다. 조명 점등 시험 과제는 단순히 한 번 켜지는 것으로 완료되지 않는다.
넘어짐 저항 시험 작업|process,state,attribute||문과 서랍을 가장 불리한 상태로 열고 정해진 수평 힘을 가한다. 넘어짐 저항 시험 작업에서 불안정하면 벽 고정이나 무게 배치를 다시 설계한다.
사용 하중 모의 시험|process,function,attribute||책, 식기, 장비처럼 실제와 비슷한 무게를 정해진 시간 동안 올려 둔다. 사용 하중 모의 시험은 처짐, 접합부 벌어짐, 흔들림을 각각 기록한다.
반복 개폐 내구 과제|process,state,function||문짝과 서랍을 예상 사용 횟수만큼 반복해 경첩 풀림과 레일 마모를 확인한다. 반복 개폐 내구 과제의 중간에도 정렬이 변하는지 측정한다.
모서리 촉감 검사 작업|process,state,attribute||손이 자주 닿는 손잡이와 상판 가장자리를 여러 방향으로 쓸어 거친 섬유를 찾는다. 모서리 촉감 검사 작업에서 걸림이 느껴지면 해당 위치를 표시해 다시 다듬는다.
표면 오염 제거 시험|process,function,boundary||물, 기름, 연필 자국을 작은 영역에 묻힌 뒤 안내한 방법으로 닦아 본다. 표면 오염 제거 시험은 지워짐과 도막 손상을 따로 평가한다.
청소 도구 접근성 확인|process,function,state||선반 아래와 다리 안쪽에 천이나 청소기가 닿는지 실제 도구로 시험한다. 청소 도구 접근성 확인에서 사각지대가 크면 부품 간격을 수정한다.
사용 설명서 작성 과제|process,function,other|사용 정보 전달|조립 방법, 하중 한계, 청소법, 조절 방법을 사진과 짧은 문장으로 정리한다. 사용 설명서 작성 과제는 처음 보는 사람이 절차를 재현해 보는 검토를 거친다.
유지보수 부품 목록|classification,part_of,function||교체 가능한 경첩, 레일, 조절발의 규격과 구매 정보를 따로 모은다. 유지보수 부품 목록은 장식용 부품과 안전상 필수 부품을 구분한다.
포장 전 외관 검사|process,state,boundary||밝은 빛에서 긁힘, 색 차이, 도료 자국을 면별로 확인하고 사진을 남긴다. 포장 전 외관 검사는 운송 중 생긴 손상과 제작 결함을 가르는 기준이 된다.
가동 부품 고정 과제|process,function,state||운송 중 서랍과 문이 열려 부딪히지 않도록 표면을 해치지 않는 고정재를 댄다. 가동 부품 고정 과제는 현장에서 쉽게 제거할 수 있는지도 확인한다.
모서리 보호재 배치|process,part_of,function||충격이 집중되는 상판 모서리와 돌출 손잡이에 맞는 보호재를 선택한다. 모서리 보호재 배치는 포장 상자 안의 빈 공간과 하중 방향을 보고 결정한다.
습기 차단 포장 작업|process,state,attribute||장거리 운송이나 비 예보가 있으면 수분이 스며드는 경로를 막고 내부 결로 위험도 줄인다. 습기 차단 포장 작업은 통풍이 필요한 도막을 완전히 밀봉하지 않도록 조정한다.
포장 상자 흔들림 시험|process,state,function||제품을 넣은 상자를 가볍게 기울이고 움직여 내부에서 부품이 이동하는지 듣고 느낀다. 포장 상자 흔들림 시험에서 소리가 나면 완충재 위치를 다시 잡는다.
운반 인원 산정 과제|process,attribute,role||완성품의 무게, 손잡을 곳, 계단 조건을 보고 필요한 사람 수를 정한다. 운반 인원 산정 과제는 무거운 부품을 나눠 옮길 수 있는지도 함께 검토한다.
차량 적재 방향 계획|process,function,state||가구의 약한 면과 무게 중심을 고려해 차량 안에서 세울지 눕힐지 정한다. 차량 적재 방향 계획에는 고정 끈이 도막을 누르는 위치도 표시한다.
현장 반입 순서 작업|process,part_of,state||좁은 방에 여러 모듈을 넣을 때 안쪽에 놓일 부품부터 들인다. 현장 반입 순서 작업은 조립 공간을 막지 않도록 포장 제거 시점과 연결한다.
설치 위치 수평 측정|process,attribute,state||가구를 놓기 전 바닥과 벽의 기울기를 여러 지점에서 잰다. 설치 위치 수평 측정의 결과는 조절발 높이와 벽 틈 보정 작업으로 나뉜다.
벽 고정 작업 승인점|process,state,role||배관과 전선 위치를 확인하고 건물 관리자의 허가를 받은 뒤에만 천공한다. 벽 고정 작업 승인점은 안전 정보와 권한이 모두 갖춰졌는지를 확인한다.
현장 조립 체결 과제|process,part_of,function||분리해 운반한 프레임을 지정 순서대로 맞추고 각 연결부를 정해진 힘으로 조인다. 현장 조립 체결 과제 뒤에는 흔들림과 대각 치수를 다시 검사한다.
문과 서랍 현장 재조정|process,state,function||바닥 기울기나 운송 충격으로 달라진 간격을 설치 장소에서 다시 맞춘다. 문과 서랍 현장 재조정은 작업실 검사 결과를 그대로 믿지 않고 실제 상태를 기준으로 한다.
납품 사진 기록 과제|process,state,other|인수 상태 기록|설치 완료 뒤 앞면, 내부, 고정부, 주변 벽을 촬영해 인수 시점을 남긴다. 납품 사진 기록 과제는 나중에 발생한 손상과 초기 상태를 구분하는 자료가 된다.
사용자 기능 시연 작업|process,function,role||제작자가 조절 선반, 잠금, 접이 장치의 올바른 사용법을 직접 보여 준다. 사용자 기능 시연 작업은 사용자가 같은 동작을 안전하게 되풀이할 때 끝난다.
인수 확인 항목 분해|part_of,classification,state||치수, 외관, 작동, 고정, 설명서 전달을 각기 확인할 수 있는 항목으로 만든다. 인수 확인 항목 분해는 서명 하나로 여러 미검사 상태를 감추지 않게 한다.
잔여 자재 인계 과제|process,state,other|잔여물 소유권 정리|보수용 도료와 여분 철물 가운데 고객에게 남길 것과 작업실로 회수할 것을 구분한다. 잔여 자재 인계 과제는 보관 기한과 안전 정보를 함께 전달한다.
보수 요청 접수 절차|process,function,role||문제가 생겼을 때 사진, 위치, 발생 조건을 어떤 경로로 보낼지 안내한다. 보수 요청 접수 절차는 연락처만 적는 일을 넘어 판단에 필요한 정보를 정한다.
초기 사용 점검 일정|process,state,other|사후 확인 시점|목재가 새 환경에 적응한 뒤 문짝 간격과 고정부를 다시 살필 날짜를 잡는다. 초기 사용 점검 일정은 납품 당일 확인으로 드러나지 않는 변화를 다룬다.
완료 문서 묶음 정리|classification,part_of,state||승인 도면, 재료 기록, 검사표, 납품 사진을 하나의 주문 번호 아래 모은다. 완료 문서 묶음 정리는 누락된 증거가 없는지 목록과 대조해야 끝난다.
실제 공수 기록 과제|process,attribute,other|작업량 이력|설계, 가공, 조립, 보수에 든 시간을 구분해 기록한다. 실제 공수 기록 과제의 결과는 다음 견적과 일정 분해를 현실적으로 만드는 자료가 된다.
재료 손실 원인 정리|process,state,other|손실 이력 분석|잘못된 재단, 숨은 결함, 시험 사용으로 버려진 양을 원인별로 나눈다. 재료 손실 원인 정리는 단순한 총 사용량보다 다음 재단 계획에 도움이 된다.
주문 확정 마일스톤|state,process,boundary||기능, 치수, 재료, 가격이 문서로 합의된 시점을 설계 변경의 기준선으로 삼는다. 주문 확정 마일스톤 뒤의 요구 변경은 기존 약속과 구분해 영향 범위를 다시 계산한다.
재료 발주 완료 기준|state,process,part_of||품목을 장바구니에 담은 상태가 아니라 공급자가 수량과 납기를 확인한 때를 완료로 기록한다. 재료 발주 완료 기준에는 대체 가능한 품목과 승인 필요한 품목의 구분도 들어간다.
도면 동결 검사점|state,boundary,process||재단용 치수와 철물 위치가 모두 검토된 도면만 현장에 배포한다. 도면 동결 검사점 이후 수정본은 날짜와 판본을 바꿔 오래된 출력물과 섞이지 않게 한다.
첫 부품 승인 마일스톤|state,process,function||같은 부품을 여러 개 만들기 전에 첫 가공품의 치수와 방향을 확인한다. 첫 부품 승인 마일스톤은 잘못된 지그 설정이 묶음 전체로 번지는 일을 막는다.
몸체 조립 준비 완료|state,part_of,process||필요한 부재, 클램프, 접착제, 측정 도구가 작업대에 갖춰져야 조립을 시작한다. 몸체 조립 준비 완료는 부품 가공 완료와 별개의 상태다.
마감 착수 승인점|state,process,boundary||모든 접합 보수와 표면 검사가 끝나고 색 견본이 승인된 뒤 도장을 시작한다. 마감 착수 승인점은 되돌리기 어려운 도막 작업 앞에 둔 통제 지점이다.
포장 가능 상태 판정|state,process,attribute||도막이 정해진 경도에 이르고 철물 작동 시험도 통과한 제품만 포장 구역으로 옮긴다. 포장 가능 상태 판정은 표면이 마른 듯 보이는 것과 다르다.
납품 준비 완료 기준|state,part_of,process||제품, 부속품, 설명서, 현장 공구, 연락 일정이 모두 확인되어야 출발한다. 납품 준비 완료 기준은 차량에 물건을 실었다는 사실만 가리키지 않는다.
의존 작업 연결표|process,part_of,function||각 작업에 필요한 선행 결과를 화살표로 표시해 무엇이 늦어지면 다음 단계가 멈추는지 보이게 한다. 의존 작업 연결표는 단순한 할 일 목록보다 일정 위험을 잘 드러낸다.
재단과 철물 주문의 병렬 계획|process,state,function||도면이 확정되면 목재 재단 준비와 표준 철물 주문을 서로 기다리지 않고 진행할 수 있다. 재단과 철물 주문의 병렬 계획은 둘이 만나는 조립 전까지 각각의 완료 조건을 둔다.
도장과 현장 조사 일정 분리|process,boundary,state||제품이 건조되는 동안 설치 장소의 벽체와 이동 경로를 조사해 전체 시간을 줄인다. 도장과 현장 조사 일정 분리는 서로 자원을 침해하지 않는다는 확인이 있을 때만 가능하다.
임계 경로의 접착 대기|process,state,other|고정 시간 제약|접착제 경화는 작업자를 더 투입해도 임의로 줄일 수 없어 조립 뒤 일정의 길이를 좌우한다. 임계 경로의 접착 대기를 누락하면 납품일을 비현실적으로 잡게 된다.
철물 납기 의존성|process,state,other|외부 공급 의존|특수 경첩이 도착하지 않으면 문짝 구멍 위치를 최종 확정할 수 없다. 철물 납기 의존성은 재료 구매와 가공 계획을 연결하는 외부 조건이다.
공유 기계 사용 시간창|process,role,other|공용 설비 예약|넓은 벨트 샌더를 다른 팀과 함께 쓰므로 예약된 시간 안에 대상 부품을 준비한다. 공유 기계 사용 시간창을 놓치면 이후 마감 일정까지 다시 배치해야 한다.
도장실 환기 점검 의존|process,state,function||환기 장치가 정상이고 필터가 교체된 뒤에만 용제 도장을 배치한다. 도장실 환기 점검 의존은 생산 속도보다 안전 조건을 먼저 만족시킨다.
현장 관리자 승인 의존|process,role,state||벽 천공과 전기 연결은 건물 관리자의 허가가 있어야 실행한다. 현장 관리자 승인 의존을 일정에 넣지 않으면 제품이 완성돼도 설치가 멈출 수 있다.
고객 견본 회신 대기|process,state,other|외부 의사결정 대기|색상 견본을 보낸 뒤 답이 오기 전에는 해당 도료를 대량 배합하지 않는다. 고객 견본 회신 대기는 다른 목재 가공과 병렬로 두되 응답 마감일을 정한다.
재료 대체 승인 절차|process,boundary,role||주문한 수종이 품절이면 비슷한 판재를 바로 투입하지 않고 색, 강도, 가격 차이를 제시한다. 재료 대체 승인 절차는 구매 담당자와 고객의 판단 범위를 구분한다.
치수 변경 영향 분석|process,part_of,state||상판 폭이 바뀌면 다리 간격, 보강대, 포장 크기, 재료 소요량을 다시 확인한다. 치수 변경 영향 분석은 수정된 숫자 하나만 도면에 고치는 작업이 아니다.
철물 변경 재계획 범위|process,function,boundary||레일 모델이 달라지면 서랍 폭과 나사 위치는 다시 계산하지만 상판 마감 계획까지 자동으로 폐기하지 않는다. 철물 변경 재계획 범위는 영향을 받는 작업만 명시한다.
납기 단축 요청의 일정 재구성|process,state,comparison||고객이 날짜를 앞당기면 병렬화 가능한 작업과 줄일 수 없는 경화 시간을 나눠 설명한다. 납기 단축 요청의 일정 재구성은 검사 생략을 기본 해법으로 삼지 않는다.
추가 서랍 요청의 작업 분기|process,part_of,state||제작 중 서랍 한 칸이 늘어나면 재료, 레일, 내부 칸막이 작업을 별도 묶음으로 추가한다. 추가 서랍 요청의 작업 분기는 이미 완료된 몸체 검사를 불필요하게 되풀이하지 않는다.
판재 결함 발견 뒤 재배치|process,state,function||정밀 재단 직전 큰 갈라짐이 보이면 부품 배치도를 고쳐 짧은 부품으로 돌리고 부족분을 계산한다. 판재 결함 발견 뒤 재배치는 결함 부위를 숨겨 사용하는 것과 다르다.
접합 시험 실패 뒤 설계 수정|process,state,boundary||시험 장부가 반복해 갈라지면 공구 조정만 되풀이하지 않고 장부 비율과 목리 방향을 검토한다. 접합 시험 실패 뒤 설계 수정은 실패 원인이 치수인지 구조인지 가른 뒤 범위를 정한다.
도막 불량 뒤 작업 재분해|process,part_of,state||먼지가 박힌 면만 보수할 수 있는지, 전체 층을 벗겨야 하는지 결함 깊이로 판단한다. 도막 불량 뒤 작업 재분해는 연마, 청소, 재도장의 종료 기준을 새로 둔다.
